benchmark,histogram,query,operator_count,operator_type,real_input,real_output,estimated_input,estimated_output,sampling_rate
TPC-H,MaxDiffAreaHistogram,TPC-H 07,0,JoinHashLeft,1000,77,1000.000000,40.000004,100
TPC-H,MaxDiffAreaHistogram,TPC-H 07,1,TableScan,25,1,25.000000,1.000000,100
TPC-H,MaxDiffAreaHistogram,TPC-H 07,2,TableScan,25,1,25.000000,1.000000,100
TPC-H,MaxDiffAreaHistogram,TPC-H 07,3,JoinHashLeft,150000,11739,150000.000000,8955.176758,100
TPC-H,MaxDiffAreaHistogram,TPC-H 07,4,JoinHashLeft,600572,46506,600572.000000,24022.886719,100
TPC-H,MaxDiffAreaHistogram,TPC-H 07,5,JoinHashLeft,15000,1225,15000.000000,599.999939,100
TPC-H,MaxDiffAreaHistogram,TPC-H 08,0,JoinHashRight,25,240,25.000000,1181.492310,100
TPC-H,MaxDiffAreaHistogram,TPC-H 08,1,JoinHashLeft,1000,240,1000.000000,1181.492310,100
TPC-H,MaxDiffAreaHistogram,TPC-H 08,2,JoinHashLeft,15000,3036,15000.000000,3000.000000,100
TPC-H,MaxDiffAreaHistogram,TPC-H 08,3,JoinHashLeft,600572,3833,600572.000000,4006.316406,100
TPC-H,MaxDiffAreaHistogram,TPC-H 08,4,JoinHashLeft,25,5,25.000000,5.000000,100
TPC-H,MaxDiffAreaHistogram,TPC-H 08,5,JoinHashLeft,150000,3789,150000.000000,3994.497314,100
TPC-H,MaxDiffAreaHistogram,TPC-H 08,6,TableScan,20000,126,20000.000000,133.416672,100
TPC-H,MaxDiffAreaHistogram,TPC-H 08,7,TableScan,5,1,5.000000,1.000000,100
TPC-H,MaxDiffAreaHistogram,TPC-H 09,0,JoinHashLeft,80000,4384,80000.000000,7999.996094,100
TPC-H,MaxDiffAreaHistogram,TPC-H 09,1,JoinHashLeft,150000,32923,150000.000000,59849.730469,100
TPC-H,MaxDiffAreaHistogram,TPC-H 09,2,JoinHashLeft,1000,1000,1000.000000,1000.000000,100
TPC-H,MaxDiffAreaHistogram,TPC-H 09,3,JoinHashRight,25,1000,25.000000,1000.000000,100
TPC-H,MaxDiffAreaHistogram,TPC-H 09,4,JoinHashLeft,600572,32923,600572.000000,60057.179688,100
TPC-H,MaxDiffAreaHistogram,TPC-H 09,5,TableScan,20000,1096,20000.000000,2000.000000,100
TPC-H,MaxDiffAreaHistogram,TPC-H 10,0,JoinHashLeft,15000,15000,15000.000000,15000.000000,100
TPC-H,MaxDiffAreaHistogram,TPC-H 10,1,JoinHashRight,25,15000,25.000000,15000.000000,100
TPC-H,MaxDiffAreaHistogram,TPC-H 10,2,TableScan,150000,5467,150000.000000,6199.819824,100
TPC-H,MaxDiffAreaHistogram,TPC-H 10,3,JoinHashLeft,600572,22013,600572.000000,24722.601562,100
TPC-H,MaxDiffAreaHistogram,TPC-H 11,0,JoinHashLeft,80000,2880,80000.000000,3199.999023,100
TPC-H,MaxDiffAreaHistogram,TPC-H 11,1,JoinHashLeft,1000,36,1000.000000,40.000004,100
TPC-H,MaxDiffAreaHistogram,TPC-H 11,2,TableScan,25,1,25.000000,1.000000,100
TPC-H,MaxDiffAreaHistogram,TPC-H 12,0,JoinHashLeft,150000,2942,150000.000000,12625.601562,100
TPC-H,MaxDiffAreaHistogram,TPC-H 12,1,TableScan,600572,90961,600572.000000,88442.726562,100
TPC-H,MaxDiffAreaHistogram,TPC-H 13,0,JoinHashLeft,15000,153401,15000.000000,134999.984375,100
TPC-H,MaxDiffAreaHistogram,TPC-H 13,1,TableScan,150000,148401,150000.000000,135000.000000,100
TPC-H,MaxDiffAreaHistogram,TPC-H 14,0,TableScan,600572,7531,600572.000000,0.049350,100
TPC-H,MaxDiffAreaHistogram,TPC-H 14,1,JoinHashLeft,20000,6294,20000.000000,0.049350,100
TPC-H,MaxDiffAreaHistogram,TPC-H 15,0,JoinHashLeft,1000,1000,1000.000000,0.148040,100
TPC-H,MaxDiffAreaHistogram,TPC-H 15,1,TableScan,600572,21875,600572.000000,0.148040,100
TPC-H,MaxDiffAreaHistogram,TPC-H 16,0,JoinHashLeft,80000,12080,80000.000000,10482.428711,100
TPC-H,MaxDiffAreaHistogram,TPC-H 16,1,TableScan,1000,1,1000.000000,100.000000,100
TPC-H,MaxDiffAreaHistogram,TPC-H 16,2,TableScan,20000,3257,20000.000000,3187.383301,100
TPC-H,MaxDiffAreaHistogram,TPC-H 17,0,JoinHashLeft,600572,559,600572.000000,601.435120,100
TPC-H,MaxDiffAreaHistogram,TPC-H 17,1,TableScan,20000,501,20000.000000,494.333344,100
TPC-H,MaxDiffAreaHistogram,TPC-H 18,0,JoinHashLeft,600572,0,600572.000000,596477.937500,100
TPC-H,MaxDiffAreaHistogram,TPC-H 18,1,JoinHashRight,15000,0,15000.000000,148995.843750,100
TPC-H,MaxDiffAreaHistogram,TPC-H 18,2,JoinHashLeft,150000,0,150000.000000,148995.828125,100
TPC-H,MaxDiffAreaHistogram,TPC-H 18,3,Aggregate,600572,150000,600572.000000,600572.000000,100
TPC-H,MaxDiffAreaHistogram,TPC-H 19,0,TableScan,20000,831,20000.000000,810.333313,100
TPC-H,MaxDiffAreaHistogram,TPC-H 19,1,JoinHashLeft,600572,1664,600572.000000,250.777832,100
TPC-H,MaxDiffAreaHistogram,TPC-H 19,2,TableScan,20000,786,20000.000000,783.000000,100
TPC-H,MaxDiffAreaHistogram,TPC-H 19,3,TableScan,20000,802,20000.000000,789.833313,100
TPC-H,MaxDiffAreaHistogram,TPC-H 20,0,JoinHashLeft,1000,438,1000.000000,0.000000,100
TPC-H,MaxDiffAreaHistogram,TPC-H 20,1,JoinHashLeft,25,25,25.000000,0.000000,100
TPC-H,MaxDiffAreaHistogram,TPC-H 20,2,JoinHashLeft,80000,864,80000.000000,0.000000,100
TPC-H,MaxDiffAreaHistogram,TPC-H 20,3,TableScan,20000,216,20000.000000,0.000000,100
TPC-H,MaxDiffAreaHistogram,TPC-H 20,4,JoinHashLeft,600572,6485,600572.000000,0.000003,100
TPC-H,MaxDiffAreaHistogram,TPC-H 21,0,TableScan,600572,379809,600572.000000,600572.000000,100
TPC-H,MaxDiffAreaHistogram,TPC-H 21,1,JoinHashLeft,600572,65287,600572.000000,96197.367188,100
TPC-H,MaxDiffAreaHistogram,TPC-H 21,2,TableScan,150000,72884,150000.000000,72884.000000,100
TPC-H,MaxDiffAreaHistogram,TPC-H 21,3,JoinHashLeft,1000,36,1000.000000,40.000004,100
TPC-H,MaxDiffAreaHistogram,TPC-H 21,4,JoinHashLeft,600572,21789,600572.000000,24022.886719,100
TPC-H,MaxDiffAreaHistogram,TPC-H 21,5,TableScan,25,1,25.000000,1.000000,100
TPC-H,MaxDiffAreaHistogram,TPC-H 22,0,JoinHashRight,150000,628,150000.000000,15000.000000,100
TPC-H,MaxDiffAreaHistogram,TPC-H 22,1,TableScan,15000,6837,15000.000000,15000.000000,100
