benchmark,histogram,query,operator_count,operator_type,real_input,real_output,estimated_input,estimated_output
JoinOrder,MaxDiffFrequencyHistogram,19a,0,JoinHashLeft,234997,27,234997.000000,0.000000
JoinOrder,MaxDiffFrequencyHistogram,19a,1,JoinHashLeft,13590555,2163,10903620.000000,0.000000
JoinOrder,MaxDiffFrequencyHistogram,19a,2,TableScan,113,1,113.000000,1.000000
JoinOrder,MaxDiffFrequencyHistogram,19a,3,JoinHashLeft,901343,14910,901343.000000,0.140649
JoinOrder,MaxDiffFrequencyHistogram,19a,4,JoinHashLeft,2609129,367,2609129.000000,0.000000
JoinOrder,MaxDiffFrequencyHistogram,19a,5,JoinHashLeft,3140339,47387,3140339.000000,0.452794
JoinOrder,MaxDiffFrequencyHistogram,19a,6,TableScan,2463581,961555,2463581.000000,0.000000
JoinOrder,MaxDiffFrequencyHistogram,19a,7,JoinHashLeft,2528312,76048,2528312.000000,0.090486
JoinOrder,MaxDiffFrequencyHistogram,19a,8,TableScan,36244344,713828,36244344.000000,93.737686
JoinOrder,MaxDiffFrequencyHistogram,19a,9,TableScan,12,1,12.000000,1.000000
JoinOrder,MaxDiffFrequencyHistogram,19a,10,TableScan,36244344,30776,36244344.000000,20.756035
JoinOrder,MaxDiffFrequencyHistogram,19a,11,TableScan,36244344,93095,36244344.000000,71.726753
JoinOrder,MaxDiffFrequencyHistogram,19a,12,TableScan,36244344,29778,36244344.000000,172.682922
JoinOrder,MaxDiffFrequencyHistogram,10a,0,JoinHashLeft,3140339,1498,3140339.000000,0.000000
JoinOrder,MaxDiffFrequencyHistogram,10a,1,TableScan,12,1,12.000000,0.000000
JoinOrder,MaxDiffFrequencyHistogram,10a,2,JoinHashLeft,234997,3139,234997.000000,0.000000
JoinOrder,MaxDiffFrequencyHistogram,10a,3,JoinHashLeft,2609129,2609129,2609129.000000,0.000000
JoinOrder,MaxDiffFrequencyHistogram,10a,4,JoinHashRight,4,2609129,4.000000,0.000000
JoinOrder,MaxDiffFrequencyHistogram,10a,5,JoinHashLeft,36244344,7791165,36244344.000000,0.000000
