HISTOGRAM_NAME,COLUMN_DATA_TYPE,COLUMN_ID,TOTAL_COUNT,BIN_COUNT,BUILD_TIME,THREAD_COUNT,SAMPLING_RATE
MaxDiffFrequencyHistogram,int,0,204000,100,0.052378,1,100
MaxDiffFrequencyHistogram,string,1,204000,100,0.134771,1,100
MaxDiffFrequencyHistogram,string,2,203478,4,0.0186637,1,100
MaxDiffFrequencyHistogram,string,3,102000,3,0.0173416,1,100
MaxDiffFrequencyHistogram,string,4,203492,100,0.260691,1,100
MaxDiffFrequencyHistogram,float,5,203482,100,0.0117675,1,100
MaxDiffFrequencyHistogram,float,6,203511,100,0.0138577,1,100
MaxDiffFrequencyHistogram,int,7,203484,100,0.00406688,1,100
MaxDiffFrequencyHistogram,string,8,203490,100,0.0322848,1,100
MaxDiffFrequencyHistogram,int,9,203509,16,0.00389156,1,100
MaxDiffFrequencyHistogram,string,10,203501,99,0.0282468,1,100
MaxDiffFrequencyHistogram,int,11,203485,10,0.00170232,1,100
MaxDiffFrequencyHistogram,string,12,203518,10,0.0264909,1,100
MaxDiffFrequencyHistogram,int,13,203502,100,0.00370596,1,100
MaxDiffFrequencyHistogram,string,14,203456,100,0.028887,1,100
MaxDiffFrequencyHistogram,string,15,203485,7,0.0266278,1,100
MaxDiffFrequencyHistogram,string,16,203470,100,0.198068,1,100
MaxDiffFrequencyHistogram,string,17,203476,92,0.028549,1,100
MaxDiffFrequencyHistogram,string,18,203497,21,0.0249074,1,100
MaxDiffFrequencyHistogram,string,19,203490,1,0.0233894,1,100
MaxDiffFrequencyHistogram,int,20,203494,100,0.00409431,1,100
MaxDiffFrequencyHistogram,string,21,203486,100,0.223056,1,100
MaxDiffFrequencyHistogram,int,0,86400,43,0.0106192,1,100
MaxDiffFrequencyHistogram,string,1,86400,43,0.0976308,1,100
MaxDiffFrequencyHistogram,int,2,86400,43,0.0131431,1,100
MaxDiffFrequencyHistogram,int,3,86400,24,0.00121818,1,100
MaxDiffFrequencyHistogram,int,4,86400,43,0.00192025,1,100
MaxDiffFrequencyHistogram,int,5,86400,43,0.00190691,1,100
MaxDiffFrequencyHistogram,string,6,86400,2,0.00948241,1,100
MaxDiffFrequencyHistogram,string,7,86400,3,0.0118556,1,100
MaxDiffFrequencyHistogram,string,8,86400,4,0.0125465,1,100
MaxDiffFrequencyHistogram,string,9,36000,3,0.0072688,1,100
MaxDiffFrequencyHistogram,int,0,1.43278e+08,100,0.646946,1,100
MaxDiffFrequencyHistogram,int,1,1.43277e+08,100,0.794981,1,100
MaxDiffFrequencyHistogram,int,2,1.43278e+08,100,0.642251,1,100
MaxDiffFrequencyHistogram,int,3,1.43278e+08,100,1.42027,1,100
MaxDiffFrequencyHistogram,int,4,1.4328e+08,100,1.39907,1,100
