HISTOGRAM_NAME,COLUMN_DATA_TYPE,COLUMN_ID,TOTAL_COUNT,BIN_COUNT,BUILD_TIME,THREAD_COUNT
MaxDiffAreaHistogram,string,4,20195,1,0.0136099,1
MaxDiffAreaHistogram,int,5,20203,10,0.000945029,1
MaxDiffAreaHistogram,int,6,20192,10,0.000649156,1
MaxDiffAreaHistogram,string,10,1.23454e+06,2,0.102036,1
MaxDiffAreaHistogram,string,2,969774,100,0.127598,1
MaxDiffAreaHistogram,int,17,7.38373e+06,100,1.91419,1
MaxDiffAreaHistogram,string,7,20210,10,0.0640801,1
MaxDiffAreaHistogram,int,11,1.23416e+06,31,0.0211906,1
MaxDiffAreaHistogram,int,12,1.23436e+06,12,0.0207569,1
MaxDiffAreaHistogram,float,32,7.38373e+06,100,2.30519,1
MaxDiffAreaHistogram,string,8,20203,3,0.00278905,1
MaxDiffAreaHistogram,float,21,7.38191e+06,100,0.450454,1
MaxDiffAreaHistogram,float,19,2.21214e+07,100,1.85104,1
MaxDiffAreaHistogram,float,20,7.3819e+06,100,0.490395,1
MaxDiffAreaHistogram,int,7,7.38194e+06,100,0.33705,1
MaxDiffAreaHistogram,int,10,7.38182e+06,100,0.115455,1
MaxDiffAreaHistogram,int,13,1.23454e+06,69,0.0166153,1
MaxDiffAreaHistogram,int,3,1.23444e+06,100,0.0219847,1
MaxDiffAreaHistogram,int,7,1.65649e+06,100,0.67486,1
MaxDiffAreaHistogram,int,0,7.38191e+06,100,0.107131,1
MaxDiffAreaHistogram,int,2,1.23452e+06,100,0.447461,1
MaxDiffAreaHistogram,int,11,7.38189e+06,100,0.38241,1
MaxDiffAreaHistogram,int,5,1.23424e+06,100,0.0231173,1
MaxDiffAreaHistogram,int,17,1.23431e+06,100,0.0192965,1
MaxDiffAreaHistogram,string,14,1.23433e+06,100,0.182743,1
MaxDiffAreaHistogram,float,18,2.76941e+07,100,2.28991,1
MaxDiffAreaHistogram,int,1,7.38189e+06,100,0.175142,1
MaxDiffAreaHistogram,string,12,203518,10,0.0362357,1
MaxDiffAreaHistogram,string,7,1.23445e+06,6,0.168546,1
MaxDiffAreaHistogram,string,2,203478,4,0.0309909,1
MaxDiffAreaHistogram,int,13,203502,100,0.00389891,1
MaxDiffAreaHistogram,string,3,102000,3,0.0184968,1
MaxDiffAreaHistogram,string,14,203456,100,0.0365343,1
MaxDiffAreaHistogram,float,18,1.65674e+06,100,0.413267,1
MaxDiffAreaHistogram,float,19,1.65659e+06,100,0.157391,1
MaxDiffAreaHistogram,int,9,1.65639e+06,100,0.0366231,1
MaxDiffAreaHistogram,int,4,2.76989e+07,100,1.29253,1
MaxDiffAreaHistogram,int,4,1.27912e+06,100,0.388556,1
MaxDiffAreaHistogram,int,8,2.76986e+07,100,0.355819,1
MaxDiffAreaHistogram,float,21,1.65669e+06,100,0.086984,1
MaxDiffAreaHistogram,int,11,1.65678e+06,30,0.0230364,1
MaxDiffAreaHistogram,int,9,3.10536e+06,100,3.02054,1
MaxDiffAreaHistogram,string,16,24,5,0.00282263,1
MaxDiffAreaHistogram,int,6,20,5,0.000595412,1
MaxDiffAreaHistogram,string,17,24,5,0.000382108,1
MaxDiffAreaHistogram,string,7,24,1,0.000313276,1
MaxDiffAreaHistogram,string,18,24,5,0.000415283,1
MaxDiffAreaHistogram,string,8,24,5,0.000393977,1
MaxDiffAreaHistogram,string,19,24,5,0.000398172,1
MaxDiffAreaHistogram,int,9,24,5,0.000330556,1
MaxDiffAreaHistogram,string,20,24,5,0.000391533,1
