benchmark,histogram,query,operator_count,operator_type,real_input,real_output,estimated_input,estimated_output,sampling_rate
TPC-DS,MaxDiffAreaHistogram,55,1,JoinHashLeft,28800991,879791,28800992.000000,10219.425781,100
TPC-DS,MaxDiffAreaHistogram,55,2,TableScan,65535,365,65535.000000,329.850647,100
TPC-DS,MaxDiffAreaHistogram,62,0,JoinHashRight,20,1445437,20.000000,32275.443359,100
TPC-DS,MaxDiffAreaHistogram,62,1,JoinHashRight,42,1445525,42.000000,32283.326172,100
TPC-DS,MaxDiffAreaHistogram,62,2,JoinHashLeft,7197566,1445718,7197566.000000,32291.505859,100
TPC-DS,MaxDiffAreaHistogram,62,3,TableScan,65535,366,65535.000000,327.804352,100
TPC-DS,MaxDiffAreaHistogram,65,0,JoinHashRight,102000,2264281,102000.000000,118085.984375,100
TPC-DS,MaxDiffAreaHistogram,65,1,JoinHashRight,102,2264281,102.000000,118086.039062,100
TPC-DS,MaxDiffAreaHistogram,65,2,JoinHashLeft,28800991,5443210,28800992.000000,123650.757812,100
TPC-DS,MaxDiffAreaHistogram,65,3,TableScan,65535,365,65535.000000,327.804352,100
TPC-DS,MaxDiffAreaHistogram,69,0,JoinHashLeft,1920800,45504,1920800.000000,5443.391602,100
TPC-DS,MaxDiffAreaHistogram,69,1,JoinHashLeft,7197566,210950,7197566.000000,8109.917480,100
TPC-DS,MaxDiffAreaHistogram,69,2,JoinHashLeft,14401261,412838,14401261.000000,16149.694336,100
TPC-DS,MaxDiffAreaHistogram,69,3,JoinHashLeft,500000,47706,500000.000000,5638.511719,100
TPC-DS,MaxDiffAreaHistogram,69,4,TableScan,65535,365,65535.000000,329.850647,100
TPC-DS,MaxDiffAreaHistogram,69,5,JoinHashLeft,28800991,796046,28800992.000000,30998.994141,100
TPC-DS,MaxDiffAreaHistogram,69,6,TableScan,250000,9146,250000.000000,9146.000000,100
TPC-DS,MaxDiffAreaHistogram,69,7,TableScan,250000,2442,250000.000000,2442.000000,100
TPC-DS,MaxDiffAreaHistogram,69,8,TableScan,250000,12087,250000.000000,12087.000000,100
TPC-DS,MaxDiffAreaHistogram,69,9,TableScan,65535,365,65535.000000,329.850647,100
TPC-DS,MaxDiffAreaHistogram,73,0,JoinHashLeft,500000,14,500000.000000,729.612854,100
TPC-DS,MaxDiffAreaHistogram,73,1,TableScan,102,31,102.000000,102.000000,100
TPC-DS,MaxDiffAreaHistogram,73,2,JoinHashLeft,28800991,1086621,28800992.000000,3017.622070,100
TPC-DS,MaxDiffAreaHistogram,73,3,TableScan,73049,365,73049.000000,365.250000,100
TPC-DS,MaxDiffAreaHistogram,73,4,TableScan,7200,4800,7200.000000,4800.000000,100
TPC-DS,MaxDiffAreaHistogram,73,5,TableScan,73049,366,73049.000000,365.250000,100
TPC-DS,MaxDiffAreaHistogram,73,6,TableScan,73049,365,73049.000000,365.250000,100
TPC-DS,MaxDiffAreaHistogram,79,0,JoinHashLeft,500000,70184,500000.000000,610.416382,100
TPC-DS,MaxDiffAreaHistogram,79,1,TableScan,102,94,102.000000,94.818184,100
TPC-DS,MaxDiffAreaHistogram,79,2,JoinHashLeft,28800991,2355816,28800992.000000,6560.835938,100
TPC-DS,MaxDiffAreaHistogram,79,3,TableScan,7200,720,7200.000000,720.000000,100
TPC-DS,MaxDiffAreaHistogram,79,4,TableScan,7200,2400,7200.000000,2400.000000,100
TPC-DS,MaxDiffAreaHistogram,79,5,TableScan,73049,365,73049.000000,365.250000,100
TPC-DS,MaxDiffAreaHistogram,79,6,TableScan,73049,366,73049.000000,365.250000,100
TPC-DS,MaxDiffAreaHistogram,79,7,TableScan,73049,365,73049.000000,365.250000,100
TPC-DS,MaxDiffAreaHistogram,81,0,TableScan,250000,12087,250000.000000,12087.000000,100
TPC-DS,MaxDiffAreaHistogram,81,1,JoinHashLeft,500000,212868,500000.000000,6263.196289,100
TPC-DS,MaxDiffAreaHistogram,81,2,JoinHashLeft,250000,168741,250000.000000,6390.825195,100
TPC-DS,MaxDiffAreaHistogram,81,3,JoinHashLeft,1439749,287515,1439749.000000,6520.875000,100
TPC-DS,MaxDiffAreaHistogram,81,4,TableScan,65535,366,65535.000000,329.850647,100
TPC-DS,MaxDiffAreaHistogram,82,0,JoinHashLeft,28800991,2505,28800992.000000,0.015485,100
TPC-DS,MaxDiffAreaHistogram,82,1,JoinHashLeft,133110000,4590000,133110000.000000,0.001124,100
TPC-DS,MaxDiffAreaHistogram,82,2,JoinHashLeft,102000,51000,102000.000000,0.000428,100
TPC-DS,MaxDiffAreaHistogram,82,3,TableScan,65535,61,65535.000000,0.000000,100
TPC-DS,MaxDiffAreaHistogram,83,0,JoinHashRight,102000,7150,102000.000000,686648.312500,100
TPC-DS,MaxDiffAreaHistogram,83,1,JoinHashRight,102000,26133,102000.000000,2775085.250000,100
TPC-DS,MaxDiffAreaHistogram,83,2,JoinHashRight,102000,13376,102000.000000,1439717.250000,100
TPC-DS,MaxDiffAreaHistogram,83,3,JoinHashLeft,719217,7150,719217.000000,686648.750000,100
TPC-DS,MaxDiffAreaHistogram,83,4,JoinHashLeft,2875432,26133,2875432.000000,2775085.000000,100
TPC-DS,MaxDiffAreaHistogram,83,5,JoinHashLeft,1439749,13376,1439749.000000,1439715.875000,100
TPC-DS,MaxDiffAreaHistogram,83,6,JoinHashLeft,73049,21,73049.000000,73049.000000,100
TPC-DS,MaxDiffAreaHistogram,83,7,JoinHashLeft,73049,21,73049.000000,6.999717,100
TPC-DS,MaxDiffAreaHistogram,83,8,TableScan,73049,1,73049.000000,1.000000,100
TPC-DS,MaxDiffAreaHistogram,83,9,TableScan,73049,1,73049.000000,1.000000,100
TPC-DS,MaxDiffAreaHistogram,83,10,TableScan,73049,1,73049.000000,1.000000,100
TPC-DS,MaxDiffAreaHistogram,85,0,JoinHashLeft,1920800,1280,1920800.000000,0.000000,100
TPC-DS,MaxDiffAreaHistogram,85,1,JoinHashLeft,1920800,11384,1920800.000000,6.323664,100
TPC-DS,MaxDiffAreaHistogram,85,2,JoinHashLeft,45,45,45.000000,6.622541,100
TPC-DS,MaxDiffAreaHistogram,85,3,JoinHashLeft,250000,11073,250000.000000,6.038568,100
TPC-DS,MaxDiffAreaHistogram,85,4,JoinHashLeft,719217,95957,719217.000000,31.226152,100
TPC-DS,MaxDiffAreaHistogram,85,5,JoinHashLeft,200,134,200.000000,82.841522,100
TPC-DS,MaxDiffAreaHistogram,85,6,JoinHashLeft,7197566,1446590,7197566.000000,32550.417969,100
TPC-DS,MaxDiffAreaHistogram,85,7,TableScan,65535,366,65535.000000,329.850647,100
TPC-DS,MaxDiffAreaHistogram,88,0,TableScan,102,14,102.000000,12.500000,100
TPC-DS,MaxDiffAreaHistogram,88,1,JoinHashLeft,28800991,551977,28800992.000000,573015.375000,100
TPC-DS,MaxDiffAreaHistogram,88,2,JoinHashLeft,28800991,1105793,28800992.000000,573015.375000,100
TPC-DS,MaxDiffAreaHistogram,88,3,JoinHashLeft,28800991,1100580,28800992.000000,573015.375000,100
TPC-DS,MaxDiffAreaHistogram,88,4,TableScan,7200,720,7200.000000,720.000000,100
TPC-DS,MaxDiffAreaHistogram,88,5,JoinHashLeft,28800991,1645352,28800992.000000,573015.375000,100
TPC-DS,MaxDiffAreaHistogram,88,6,TableScan,65535,3600,65535.000000,3600.000000,100
TPC-DS,MaxDiffAreaHistogram,88,7,TableScan,7200,720,7200.000000,720.000000,100
TPC-DS,MaxDiffAreaHistogram,88,8,TableScan,7200,720,7200.000000,720.000000,100
TPC-DS,MaxDiffAreaHistogram,88,9,JoinHashLeft,28800991,1657729,28800992.000000,573015.375000,100
TPC-DS,MaxDiffAreaHistogram,88,10,TableScan,65535,3600,65535.000000,3600.000000,100
TPC-DS,MaxDiffAreaHistogram,88,11,JoinHashLeft,28800991,958094,28800992.000000,573015.375000,100
TPC-DS,MaxDiffAreaHistogram,88,12,JoinHashLeft,28800991,956288,28800992.000000,573015.375000,100
TPC-DS,MaxDiffAreaHistogram,88,13,JoinHashLeft,28800991,1100338,28800992.000000,573015.375000,100
TPC-DS,MaxDiffAreaHistogram,88,14,TableScan,65535,3600,65535.000000,3600.000000,100
TPC-DS,MaxDiffAreaHistogram,88,15,TableScan,65535,3600,65535.000000,3600.000000,100
TPC-DS,MaxDiffAreaHistogram,88,16,TableScan,65535,3600,65535.000000,3600.000000,100
TPC-DS,MaxDiffAreaHistogram,91,0,JoinHashLeft,24,24,24.000000,0.000000,100
TPC-DS,MaxDiffAreaHistogram,91,1,JoinHashLeft,1439749,225475,1439749.000000,0.000000,100
TPC-DS,MaxDiffAreaHistogram,91,2,JoinHashLeft,65535,982,65535.000000,0.000000,100
TPC-DS,MaxDiffAreaHistogram,91,3,JoinHashLeft,500000,79970,500000.000000,0.000000,100
TPC-DS,MaxDiffAreaHistogram,91,4,JoinHashLeft,250000,68473,250000.000000,0.000000,100
TPC-DS,MaxDiffAreaHistogram,91,5,TableScan,7200,1200,7200.000000,0.000000,100
TPC-DS,MaxDiffAreaHistogram,91,6,JoinHashLeft,1920800,76883,1920800.000000,0.000000,100
TPC-DS,MaxDiffAreaHistogram,92,0,JoinHashLeft,7197566,205515,7197566.000000,0.000019,100
TPC-DS,MaxDiffAreaHistogram,92,1,JoinHashLeft,102000,50067,102000.000000,0.000019,100
TPC-DS,MaxDiffAreaHistogram,92,2,TableScan,65535,91,65535.000000,0.000000,100
TPC-DS,MaxDiffAreaHistogram,93,0,JoinHashLeft,28800991,28800991,28800992.000000,34506372.000000,100
TPC-DS,MaxDiffAreaHistogram,93,1,JoinHashRight,2875432,28800991,2875432.000000,34506372.000000,100
TPC-DS,MaxDiffAreaHistogram,93,2,TableScan,45,1,45.000000,1.200000,100
TPC-DS,MaxDiffAreaHistogram,94,0,JoinHashLeft,719217,77905,719217.000000,0.000022,100
TPC-DS,MaxDiffAreaHistogram,94,1,JoinHashLeft,7197566,775493,7197566.000000,0.000155,100
TPC-DS,MaxDiffAreaHistogram,94,2,JoinHashLeft,7197566,303622,7197566.000000,0.000013,100
TPC-DS,MaxDiffAreaHistogram,94,3,JoinHashLeft,250000,56640,250000.000000,0.000013,100
TPC-DS,MaxDiffAreaHistogram,94,4,JoinHashLeft,42,21,42.000000,0.000013,100
TPC-DS,MaxDiffAreaHistogram,94,5,TableScan,65535,61,65535.000000,0.000000,100
TPC-DS,MaxDiffAreaHistogram,95,0,JoinHashLeft,250000,41575,250000.000000,0.000013,100
TPC-DS,MaxDiffAreaHistogram,95,1,JoinHashLeft,42,21,42.000000,0.000013,100
TPC-DS,MaxDiffAreaHistogram,95,2,JoinHashLeft,7197566,303622,7197566.000000,0.000013,100
TPC-DS,MaxDiffAreaHistogram,95,3,JoinHashRight,719217,97901914,719217.000000,103498408.000000,100
TPC-DS,MaxDiffAreaHistogram,95,4,TableScan,65535,61,65535.000000,0.000000,100
TPC-DS,MaxDiffAreaHistogram,95,5,JoinHashLeft,7197566,90343682,7197566.000000,86342336.000000,100
TPC-DS,MaxDiffAreaHistogram,95,6,JoinHashRight,7197566,90343682,7197566.000000,86342336.000000,100
TPC-DS,MaxDiffAreaHistogram,96,0,TableScan,102,14,102.000000,12.500000,100
TPC-DS,MaxDiffAreaHistogram,96,1,JoinHashLeft,28800991,549852,28800992.000000,573015.500000,100
TPC-DS,MaxDiffAreaHistogram,96,2,TableScan,7200,720,7200.000000,720.000000,100
TPC-DS,MaxDiffAreaHistogram,96,3,TableScan,20865,3600,20865.000000,3600.000000,100
TPC-DS,MaxDiffAreaHistogram,97,0,JoinHashLeft,28800991,5519143,28800992.000000,123650.757812,100
TPC-DS,MaxDiffAreaHistogram,97,1,JoinHashLeft,14401261,2867400,14401261.000000,64416.019531,100
TPC-DS,MaxDiffAreaHistogram,97,2,TableScan,65535,366,65535.000000,327.804352,100
TPC-DS,MaxDiffAreaHistogram,99,0,JoinHashRight,20,2854204,20.000000,63663.667969,100
TPC-DS,MaxDiffAreaHistogram,99,1,JoinHashRight,24,2857865,24.000000,63982.734375,100
TPC-DS,MaxDiffAreaHistogram,99,2,JoinHashLeft,14401261,2864977,14401261.000000,64304.531250,100
TPC-DS,MaxDiffAreaHistogram,99,3,TableScan,65535,366,65535.000000,327.804352,100
JoinOrder,MaxDiffAreaHistogram,10a,0,JoinHashRight,4,265,4.000000,96.302917,100
JoinOrder,MaxDiffAreaHistogram,10a,1,JoinHashLeft,2528312,130,2528312.000000,96.302826,100
JoinOrder,MaxDiffAreaHistogram,10a,2,JoinHashLeft,3140339,200,3140339.000000,1069.633057,100
JoinOrder,MaxDiffAreaHistogram,10a,3,TableScan,12,1,12.000000,1.000000,100
JoinOrder,MaxDiffAreaHistogram,10a,4,JoinHashLeft,2609129,8790,2609129.000000,15111.965820,100
JoinOrder,MaxDiffAreaHistogram,10a,5,JoinHashLeft,36244344,310325,36244344.000000,238370.250000,100
JoinOrder,MaxDiffAreaHistogram,10a,6,TableScan,234997,1361,234997.000000,1361.000000,100
JoinOrder,MaxDiffAreaHistogram,10b,0,JoinHashRight,4,0,4.000000,298.633179,100
JoinOrder,MaxDiffAreaHistogram,10b,1,JoinHashLeft,3140339,0,3140339.000000,1607.555786,100
JoinOrder,MaxDiffAreaHistogram,10b,2,TableScan,12,1,12.000000,1.000000,100
JoinOrder,MaxDiffAreaHistogram,10b,3,JoinHashLeft,36244344,36999,36244344.000000,36926.402344,100
JoinOrder,MaxDiffAreaHistogram,10b,4,JoinHashLeft,2609129,8790,2609129.000000,15111.965820,100
JoinOrder,MaxDiffAreaHistogram,10b,5,JoinHashLeft,2528312,6045,2528312.000000,15111.962891,100
JoinOrder,MaxDiffAreaHistogram,10b,6,TableScan,234997,1361,234997.000000,1361.000000,100
JoinOrder,MaxDiffAreaHistogram,10c,0,JoinHashRight,4,14,4.000000,240432.250000,100
JoinOrder,MaxDiffAreaHistogram,10c,1,JoinHashRight,12,14,12.000000,240432.250000,100
JoinOrder,MaxDiffAreaHistogram,10c,2,JoinHashLeft,2528312,7,2528312.000000,240191.640625,100
JoinOrder,MaxDiffAreaHistogram,10c,3,JoinHashLeft,3140339,1,3140339.000000,185109.968750,100
JoinOrder,MaxDiffAreaHistogram,10c,4,JoinHashLeft,2609129,1153798,2609129.000000,314147.500000,100
JoinOrder,MaxDiffAreaHistogram,10c,5,TableScan,36244344,1435439,36244344.000000,3624434.500000,100
JoinOrder,MaxDiffAreaHistogram,10c,6,TableScan,234997,84843,234997.000000,28290.000000,100
JoinOrder,MaxDiffAreaHistogram,11a,0,JoinHashLeft,234997,32,234997.000000,0.133162,100
JoinOrder,MaxDiffAreaHistogram,11a,1,JoinHashLeft,2528312,26,2528312.000000,0.243757,100
JoinOrder,MaxDiffAreaHistogram,11a,2,TableScan,18,2,18.000000,1.800000,100
JoinOrder,MaxDiffAreaHistogram,11a,3,JoinHashLeft,2609129,132,2609129.000000,1.349918,100
JoinOrder,MaxDiffAreaHistogram,11a,4,JoinHashLeft,29997,250,29997.000000,2.900324,100
JoinOrder,MaxDiffAreaHistogram,11a,5,JoinHashLeft,4523930,10544,4523930.000000,33.717381,100
JoinOrder,MaxDiffAreaHistogram,11a,6,TableScan,4,1,4.000000,1.000000,100
JoinOrder,MaxDiffAreaHistogram,11a,7,TableScan,134170,1,134170.000000,1.000000,100
JoinOrder,MaxDiffAreaHistogram,11b,0,JoinHashLeft,234997,3,234997.000000,0.151682,100
JoinOrder,MaxDiffAreaHistogram,11b,1,JoinHashLeft,2528312,22,2528312.000000,0.243757,100
JoinOrder,MaxDiffAreaHistogram,11b,2,TableScan,18,1,18.000000,1.800000,100
JoinOrder,MaxDiffAreaHistogram,11b,3,JoinHashLeft,2609129,118,2609129.000000,1.349918,100
JoinOrder,MaxDiffAreaHistogram,11b,4,JoinHashLeft,29997,250,29997.000000,2.900324,100
JoinOrder,MaxDiffAreaHistogram,11b,5,JoinHashLeft,4523930,10544,4523930.000000,33.717381,100
JoinOrder,MaxDiffAreaHistogram,11b,6,TableScan,4,1,4.000000,1.000000,100
JoinOrder,MaxDiffAreaHistogram,11b,7,TableScan,134170,1,134170.000000,1.000000,100
JoinOrder,MaxDiffAreaHistogram,11c,0,JoinHashRight,18,14916,18.000000,2.619855,100
JoinOrder,MaxDiffAreaHistogram,11c,1,TableScan,4,3,4.000000,3.000000,100
JoinOrder,MaxDiffAreaHistogram,11c,2,JoinHashLeft,234997,249,234997.000000,0.625858,100
JoinOrder,MaxDiffAreaHistogram,11c,3,JoinHashLeft,2609129,902,2609129.000000,1.221221,100
JoinOrder,MaxDiffAreaHistogram,11c,4,JoinHashLeft,2528312,181,2528312.000000,0.617643,100
JoinOrder,MaxDiffAreaHistogram,11c,5,JoinHashLeft,29997,1414,29997.000000,2.900324,100
JoinOrder,MaxDiffAreaHistogram,11c,6,JoinHashLeft,4523930,47403,4523930.000000,33.717381,100
JoinOrder,MaxDiffAreaHistogram,11c,7,TableScan,134170,1,134170.000000,1.000000,100
JoinOrder,MaxDiffAreaHistogram,11c,8,TableScan,134170,1,134170.000000,1.000000,100
JoinOrder,MaxDiffAreaHistogram,11c,9,TableScan,134170,1,134170.000000,1.000000,100
JoinOrder,MaxDiffAreaHistogram,11d,0,JoinHashRight,18,14916,18.000000,2.619855,100
JoinOrder,MaxDiffAreaHistogram,11d,1,JoinHashLeft,234997,249,234997.000000,0.625858,100
JoinOrder,MaxDiffAreaHistogram,11d,2,TableScan,4,3,4.000000,3.000000,100
JoinOrder,MaxDiffAreaHistogram,11d,3,JoinHashLeft,2609129,902,2609129.000000,1.221221,100
JoinOrder,MaxDiffAreaHistogram,11d,4,JoinHashLeft,2528312,181,2528312.000000,0.617643,100
JoinOrder,MaxDiffAreaHistogram,11d,5,JoinHashLeft,29997,1414,29997.000000,2.900324,100
JoinOrder,MaxDiffAreaHistogram,11d,6,JoinHashLeft,4523930,47403,4523930.000000,33.717381,100
JoinOrder,MaxDiffAreaHistogram,11d,7,TableScan,134170,1,134170.000000,1.000000,100
JoinOrder,MaxDiffAreaHistogram,11d,8,TableScan,134170,1,134170.000000,1.000000,100
JoinOrder,MaxDiffAreaHistogram,11d,9,TableScan,134170,1,134170.000000,1.000000,100
JoinOrder,MaxDiffAreaHistogram,12a,0,JoinHashLeft,234997,626,234997.000000,0.004607,100
JoinOrder,MaxDiffAreaHistogram,12a,1,JoinHashLeft,2528312,1439,2528312.000000,0.010890,100
JoinOrder,MaxDiffAreaHistogram,12a,2,JoinHashLeft,113,5,113.000000,0.010890,100
JoinOrder,MaxDiffAreaHistogram,12a,3,JoinHashLeft,1380035,296152,1380035.000000,0.285550,100
JoinOrder,MaxDiffAreaHistogram,12a,4,JoinHashLeft,2609129,680629,2609129.000000,0.235090,100
JoinOrder,MaxDiffAreaHistogram,12a,5,TableScan,4,1,4.000000,1.000000,100
JoinOrder,MaxDiffAreaHistogram,12a,6,TableScan,14835720,30801,14835720.000000,5.402020,100
JoinOrder,MaxDiffAreaHistogram,12a,7,TableScan,14835720,243843,14835720.000000,11.881510,100
JoinOrder,MaxDiffAreaHistogram,12a,8,TableScan,113,1,113.000000,1.000000,100
JoinOrder,MaxDiffAreaHistogram,12b,0,JoinHashLeft,234997,22,234997.000000,27.897076,100
JoinOrder,MaxDiffAreaHistogram,12b,1,JoinHashLeft,2609129,33,2609129.000000,115.567688,100
JoinOrder,MaxDiffAreaHistogram,12b,2,TableScan,4,1,4.000000,1.000000,100
JoinOrder,MaxDiffAreaHistogram,12b,3,TableScan,4,1,4.000000,1.000000,100
JoinOrder,MaxDiffAreaHistogram,12b,4,JoinHashLeft,1380035,10,1380035.000000,12212.694336,100
JoinOrder,MaxDiffAreaHistogram,12b,5,JoinHashLeft,14835720,581,14835720.000000,97006.695312,100
JoinOrder,MaxDiffAreaHistogram,12b,6,JoinHashLeft,2528312,4,1872962.000000,858.184509,100
JoinOrder,MaxDiffAreaHistogram,12b,7,TableScan,113,1,113.000000,1.000000,100
JoinOrder,MaxDiffAreaHistogram,12b,8,TableScan,113,1,113.000000,1.000000,100
JoinOrder,MaxDiffAreaHistogram,12c,0,JoinHashLeft,234997,12016,234997.000000,0.005629,100
JoinOrder,MaxDiffAreaHistogram,12c,1,JoinHashLeft,4,2,4.000000,0.005629,100
JoinOrder,MaxDiffAreaHistogram,12c,2,JoinHashLeft,2609129,42471,2609129.000000,0.005980,100
JoinOrder,MaxDiffAreaHistogram,12c,3,JoinHashLeft,2528312,20844,2528312.000000,0.006004,100
JoinOrder,MaxDiffAreaHistogram,12c,4,JoinHashLeft,113,5,113.000000,0.006004,100
JoinOrder,MaxDiffAreaHistogram,12c,5,JoinHashLeft,1380035,399280,1380035.000000,0.042964,100
JoinOrder,MaxDiffAreaHistogram,12c,6,TableScan,14835720,243843,14835720.000000,11.881510,100
JoinOrder,MaxDiffAreaHistogram,12c,7,TableScan,113,1,113.000000,1.000000,100
JoinOrder,MaxDiffAreaHistogram,12c,8,TableScan,14835720,13607,14835720.000000,5.399811,100
JoinOrder,MaxDiffAreaHistogram,12c,9,TableScan,14835720,39062,14835720.000000,1.651073,100
JoinOrder,MaxDiffAreaHistogram,12c,10,TableScan,14835720,30801,14835720.000000,5.402020,100
JoinOrder,MaxDiffAreaHistogram,13a,0,JoinHashLeft,14835720,312596,14835720.000000,338.833862,100
JoinOrder,MaxDiffAreaHistogram,13a,1,TableScan,113,1,113.000000,1.000000,100
JoinOrder,MaxDiffAreaHistogram,13a,2,JoinHashLeft,234997,93495,234997.000000,939.065979,100
JoinOrder,MaxDiffAreaHistogram,13a,3,JoinHashLeft,2609129,773084,2609129.000000,4165.231445,100
JoinOrder,MaxDiffAreaHistogram,13a,4,JoinHashLeft,1380035,459925,1380035.000000,12212.694336,100
JoinOrder,MaxDiffAreaHistogram,13a,5,TableScan,4,1,4.000000,1.000000,100
JoinOrder,MaxDiffAreaHistogram,13a,6,JoinHashLeft,2528312,459925,2528312.000000,12212.689453,100
JoinOrder,MaxDiffAreaHistogram,13a,7,TableScan,7,1,7.000000,1.000000,100
JoinOrder,MaxDiffAreaHistogram,13a,8,TableScan,113,1,113.000000,1.000000,100
JoinOrder,MaxDiffAreaHistogram,13b,0,JoinHashLeft,14835720,967,14835720.000000,98.061676,100
JoinOrder,MaxDiffAreaHistogram,13b,1,TableScan,113,1,113.000000,1.000000,100
JoinOrder,MaxDiffAreaHistogram,13b,2,JoinHashLeft,234997,110,234997.000000,99.656647,100
JoinOrder,MaxDiffAreaHistogram,13b,3,JoinHashLeft,2609129,313,2609129.000000,416.522949,100
JoinOrder,MaxDiffAreaHistogram,13b,4,JoinHashLeft,1380035,459925,1380035.000000,12212.694336,100
JoinOrder,MaxDiffAreaHistogram,13b,5,TableScan,4,1,4.000000,1.000000,100
JoinOrder,MaxDiffAreaHistogram,13b,6,TableScan,113,1,113.000000,1.000000,100
JoinOrder,MaxDiffAreaHistogram,13b,7,JoinHashLeft,2528312,459925,2528312.000000,12212.689453,100
JoinOrder,MaxDiffAreaHistogram,13b,8,TableScan,7,1,7.000000,1.000000,100
JoinOrder,MaxDiffAreaHistogram,13c,0,JoinHashLeft,14835720,142,14835720.000000,160.444763,100
JoinOrder,MaxDiffAreaHistogram,13c,1,TableScan,113,1,113.000000,1.000000,100
JoinOrder,MaxDiffAreaHistogram,13c,2,JoinHashLeft,234997,32,234997.000000,162.416168,100
JoinOrder,MaxDiffAreaHistogram,13c,3,JoinHashLeft,2609129,95,2609129.000000,681.491821,100
JoinOrder,MaxDiffAreaHistogram,13c,4,JoinHashLeft,1380035,459925,1380035.000000,12212.694336,100
JoinOrder,MaxDiffAreaHistogram,13c,5,TableScan,4,1,4.000000,1.000000,100
JoinOrder,MaxDiffAreaHistogram,13c,6,TableScan,113,1,113.000000,1.000000,100
JoinOrder,MaxDiffAreaHistogram,13c,7,JoinHashLeft,2200637,356442,1545287.000000,12212.689453,100
JoinOrder,MaxDiffAreaHistogram,13c,8,TableScan,7,1,7.000000,1.000000,100
JoinOrder,MaxDiffAreaHistogram,13d,0,JoinHashLeft,14835720,2345470,14835720.000000,980.621643,100
JoinOrder,MaxDiffAreaHistogram,13d,1,TableScan,113,1,113.000000,1.000000,100
JoinOrder,MaxDiffAreaHistogram,13d,2,JoinHashLeft,234997,93495,234997.000000,939.065979,100
JoinOrder,MaxDiffAreaHistogram,13d,3,JoinHashLeft,2609129,773084,2609129.000000,4165.231445,100
JoinOrder,MaxDiffAreaHistogram,13d,4,JoinHashLeft,1380035,459925,1380035.000000,12212.694336,100
JoinOrder,MaxDiffAreaHistogram,13d,5,TableScan,4,1,4.000000,1.000000,100
JoinOrder,MaxDiffAreaHistogram,13d,6,JoinHashLeft,2528312,459925,2528312.000000,12212.689453,100
JoinOrder,MaxDiffAreaHistogram,13d,7,TableScan,7,1,7.000000,1.000000,100
JoinOrder,MaxDiffAreaHistogram,13d,8,TableScan,113,1,113.000000,1.000000,100
JoinOrder,MaxDiffAreaHistogram,14a,0,JoinHashLeft,2528312,14568,2528312.000000,0.002614,100
JoinOrder,MaxDiffAreaHistogram,14a,1,JoinHashLeft,134170,99623,134170.000000,0.024726,100
JoinOrder,MaxDiffAreaHistogram,14a,2,TableScan,7,1,7.000000,1.000000,100
JoinOrder,MaxDiffAreaHistogram,14a,3,JoinHashLeft,4523930,2199635,4523930.000000,0.024726,100
JoinOrder,MaxDiffAreaHistogram,14a,4,JoinHashLeft,1380035,640551,1380035.000000,0.007900,100
JoinOrder,MaxDiffAreaHistogram,14a,5,TableScan,14835720,9863,14835720.000000,2.224552,100
JoinOrder,MaxDiffAreaHistogram,14a,6,TableScan,113,1,113.000000,1.000000,100
JoinOrder,MaxDiffAreaHistogram,14a,7,TableScan,113,1,113.000000,1.000000,100
JoinOrder,MaxDiffAreaHistogram,14a,8,TableScan,14835720,552777,14835720.000000,38.393028,100
JoinOrder,MaxDiffAreaHistogram,14a,9,TableScan,14835720,4049,14835720.000000,3.631711,100
JoinOrder,MaxDiffAreaHistogram,14a,10,TableScan,14835720,65767,14835720.000000,4.014485,100
JoinOrder,MaxDiffAreaHistogram,14a,11,TableScan,14835720,50792,14835720.000000,116.165161,100
JoinOrder,MaxDiffAreaHistogram,14a,12,TableScan,14835720,12445,14835720.000000,2.309259,100
JoinOrder,MaxDiffAreaHistogram,14a,13,TableScan,14835720,7817,14835720.000000,1.669686,100
JoinOrder,MaxDiffAreaHistogram,14a,14,TableScan,14835720,3164,14835720.000000,3.631711,100
JoinOrder,MaxDiffAreaHistogram,14a,15,TableScan,14835720,0,14835720.000000,2.066151,100
JoinOrder,MaxDiffAreaHistogram,14a,16,TableScan,14835720,0,14835720.000000,2.309259,100
JoinOrder,MaxDiffAreaHistogram,14b,0,JoinHashLeft,7,2,7.000000,0.000033,100
JoinOrder,MaxDiffAreaHistogram,14b,1,JoinHashLeft,2528312,5257,2528312.000000,0.002123,100
JoinOrder,MaxDiffAreaHistogram,14b,2,JoinHashLeft,4523930,1339896,4523930.000000,0.020076,100
JoinOrder,MaxDiffAreaHistogram,14b,3,JoinHashLeft,134170,86955,134170.000000,0.017901,100
JoinOrder,MaxDiffAreaHistogram,14b,4,JoinHashLeft,1380035,640551,1380035.000000,0.007900,100
JoinOrder,MaxDiffAreaHistogram,14b,5,TableScan,14835720,9863,14835720.000000,2.224552,100
JoinOrder,MaxDiffAreaHistogram,14b,6,TableScan,113,1,113.000000,1.000000,100
JoinOrder,MaxDiffAreaHistogram,14b,7,TableScan,113,1,113.000000,1.000000,100
JoinOrder,MaxDiffAreaHistogram,14b,8,TableScan,14835720,552777,14835720.000000,38.393028,100
JoinOrder,MaxDiffAreaHistogram,14b,9,TableScan,14835720,4049,14835720.000000,3.631711,100
JoinOrder,MaxDiffAreaHistogram,14b,10,TableScan,14835720,65767,14835720.000000,4.014485,100
