EquiHeightHistogram,0.000617516
EquiHeightHistogram,0.000562134
EquiHeightHistogram,0.000579578
EquiHeightHistogram,0.000573786
EquiHeightHistogram,0.000105302
EquiHeightHistogram,0.000183193
EquiHeightHistogram,5.4059e-05
EquiHeightHistogram,0.000211313
EquiHeightHistogram,0.000694778
EquiHeightHistogram,0.000614874
EquiHeightHistogram,0.00010762
EquiHeightHistogram,0.00278835
EquiHeightHistogram,0.000542494
EquiHeightHistogram,0.00032793
EquiHeightHistogram,0.00431765
EquiHeightHistogram,0.000690679
EquiHeightHistogram,0.00177783
EquiHeightHistogram,0.00622638
EquiHeightHistogram,0.00314489
EquiHeightHistogram,0.012692
EquiHeightHistogram,0.00888243
EquiHeightHistogram,0.0128198
EquiHeightHistogram,0.00278529
EquiHeightHistogram,0.00924057
EquiHeightHistogram,0.000932313
EquiHeightHistogram,0.00463997
EquiHeightHistogram,0.00777965
EquiHeightHistogram,0.00283526
EquiHeightHistogram,0.000606295
EquiHeightHistogram,0.00252419
EquiHeightHistogram,0.0289443
EquiHeightHistogram,0.0301172
EquiHeightHistogram,0.0300125
EquiHeightHistogram,0.0159061
EquiHeightHistogram,0.0103236
EquiHeightHistogram,0.00615049
EquiHeightHistogram,0.00253258
EquiHeightHistogram,0.00218477
EquiHeightHistogram,0.0069972
EquiHeightHistogram,0.0284506
EquiHeightHistogram,0.0214152
EquiHeightHistogram,0.0269321
EquiHeightHistogram,0.0269695
EquiHeightHistogram,0.0260834
EquiHeightHistogram,0.0663888
EquiHeightHistogram,0.0280789
EquiHeightHistogram,0.0677796
EquiHeightHistogram,0.0711614
EquiHeightHistogram,0.0845411
EquiHeightHistogram,0.107579
EquiHeightHistogram,0.0894915
EquiHeightHistogram,0.0796585
EquiHeightHistogram,0.0217725
EquiHeightHistogram,0.100017
EquiHeightHistogram,0.027812
EquiHeightHistogram,0.0525286
EquiHeightHistogram,0.0201398
EquiHeightHistogram,0.133028
EquiHeightHistogram,0.0194808
EquiHeightHistogram,0.36279
EquiHeightHistogram,0.0780062
EquiWidthHistogram,0.000704344
EquiHeightHistogram,0.00117733
EquiHeightHistogram,0.000623853
EquiWidthHistogram,0.000109971
