EquiHeightHistogram,0.000482504
EquiWidthHistogram,0.000361724
EquiWidthHistogram,0.00386332
EquiHeightHistogram,0.000794023
EquiWidthHistogram,0.00530759
EquiWidthHistogram,0.00777957
EquiWidthHistogram,0.00841835
EquiHeightHistogram,0.0160684
EquiWidthHistogram,0.0131026
EquiWidthHistogram,0.00632017
EquiWidthHistogram,5.4397e-05
EquiHeightHistogram,6.8665e-05
EquiHeightHistogram,6.6459e-05
EquiWidthHistogram,7.2826e-05
EquiHeightHistogram,0.00015376
EquiWidthHistogram,4.9107e-05
EquiHeightHistogram,0.000195711
EquiWidthHistogram,0.00171751
EquiHeightHistogram,0.0188883
EquiWidthHistogram,0.0294692
EquiHeightHistogram,0.0248305
EquiHeightHistogram,0.029612
EquiHeightHistogram,0.0084997
EquiWidthHistogram,0.000772595
EquiWidthHistogram,0.00259362
EquiHeightHistogram,0.00199941
EquiWidthHistogram,0.0389145
EquiWidthHistogram,0.0102139
EquiHeightHistogram,0.00714268
EquiHeightHistogram,0.00832167
EquiHeightHistogram,0.0103266
EquiHeightHistogram,0.0125243
EquiWidthHistogram,0.0285854
EquiHeightHistogram,0.0197662
EquiHeightHistogram,0.00285442
EquiHeightHistogram,0.0737605
EquiHeightHistogram,0.00457066
EquiWidthHistogram,0.000889306
EquiHeightHistogram,0.00297921
EquiWidthHistogram,0.00259526
EquiHeightHistogram,0.0122617
EquiHeightHistogram,0.0627337
EquiHeightHistogram,0.068291
EquiWidthHistogram,0.0728988
EquiHeightHistogram,0.100023
EquiHeightHistogram,0.0945153
EquiHeightHistogram,0.0889571
EquiHeightHistogram,0.0574082
EquiWidthHistogram,0.0253808
EquiHeightHistogram,0.0946575
EquiWidthHistogram,0.0204247
EquiHeightHistogram,0.101063
EquiWidthHistogram,0.02747
EquiWidthHistogram,0.0594692
EquiWidthHistogram,0.027095
EquiHeightHistogram,0.353761
EquiWidthHistogram,0.0873641
Equal Distinct Count Histogram,0.000609458
Equal Distinct Count Histogram,0.000640678
Equal Distinct Count Histogram,0.000674553
Equal Distinct Count Histogram,0.000851628
Equal Distinct Count Histogram,0.000174175
Equal Distinct Count Histogram,0.00211506
Equal Distinct Count Histogram,6.125e-05
Equal Distinct Count Histogram,0.0024357
Equal Distinct Count Histogram,0.000665275
Equal Distinct Count Histogram,0.000119721
Equal Distinct Count Histogram,0.00324706
Equal Distinct Count Histogram,0.00056813
Equal Distinct Count Histogram,0.00130033
Equal Distinct Count Histogram,0.000356156
Equal Distinct Count Histogram,0.00074836
Equal Distinct Count Histogram,0.000108832
Equal Distinct Count Histogram,0.00410297
Equal Distinct Count Histogram,0.0063367
Equal Distinct Count Histogram,0.00852596
Equal Distinct Count Histogram,0.0102534
Equal Distinct Count Histogram,0.00928833
Equal Distinct Count Histogram,0.0144473
Equal Distinct Count Histogram,0.00329121
Equal Distinct Count Histogram,0.00995883
Equal Distinct Count Histogram,0.000819113
Equal Distinct Count Histogram,0.0031036
Equal Distinct Count Histogram,0.019205
Equal Distinct Count Histogram,0.0152747
Equal Distinct Count Histogram,0.00499916
Equal Distinct Count Histogram,0.00117512
Equal Distinct Count Histogram,0.00790304
Equal Distinct Count Histogram,0.032637
Equal Distinct Count Histogram,0.00339036
Equal Distinct Count Histogram,0.00292231
Equal Distinct Count Histogram,0.0353958
Equal Distinct Count Histogram,0.00221732
Equal Distinct Count Histogram,0.00315555
Equal Distinct Count Histogram,0.0345128
Equal Distinct Count Histogram,0.0107134
Equal Distinct Count Histogram,0.00684423
Equal Distinct Count Histogram,0.010945
Equal Distinct Count Histogram,0.0226688
Equal Distinct Count Histogram,0.0259162
Equal Distinct Count Histogram,0.029832
Equal Distinct Count Histogram,0.0702018
Equal Distinct Count Histogram,0.0622466
Equal Distinct Count Histogram,0.0693029
Equal Distinct Count Histogram,0.0708926
Equal Distinct Count Histogram,0.0984266
Equal Distinct Count Histogram,0.0880619
Equal Distinct Count Histogram,0.0641093
Equal Distinct Count Histogram,0.100951
Equal Distinct Count Histogram,0.0211287
Equal Distinct Count Histogram,0.12066
Equal Distinct Count Histogram,0.0293
Equal Distinct Count Histogram,0.0263403
Equal Distinct Count Histogram,0.116835
Equal Distinct Count Histogram,0.0464967
Equal Distinct Count Histogram,0.0174223
Equal Distinct Count Histogram,0.340295
Equal Distinct Count Histogram,0.0801771
MaxDiffFrequencyHistogram,0.000569683
MaxDiffFrequencyHistogram,0.000569823
MaxDiffFrequencyHistogram,0.000569754
MaxDiffFrequencyHistogram,0.000543634
MaxDiffFrequencyHistogram,0.000543555
MaxDiffFrequencyHistogram,5.7429e-05
MaxDiffFrequencyHistogram,7.852e-05
MaxDiffFrequencyHistogram,0.000199826
MaxDiffFrequencyHistogram,0.000962213
MaxDiffFrequencyHistogram,0.000610863
MaxDiffFrequencyHistogram,0.000114249
MaxDiffFrequencyHistogram,0.00284979
MaxDiffFrequencyHistogram,0.00051237
MaxDiffFrequencyHistogram,0.00329617
MaxDiffFrequencyHistogram,0.000321849
MaxDiffFrequencyHistogram,0.000712207
MaxDiffFrequencyHistogram,0.000668177
MaxDiffFrequencyHistogram,0.00586204
MaxDiffFrequencyHistogram,0.00362997
MaxDiffFrequencyHistogram,0.00752816
MaxDiffFrequencyHistogram,0.00961767
MaxDiffFrequencyHistogram,0.013616
MaxDiffFrequencyHistogram,0.0127294
MaxDiffFrequencyHistogram,0.00284354
MaxDiffFrequencyHistogram,0.00826833
MaxDiffFrequencyHistogram,0.00215104
MaxDiffFrequencyHistogram,0.00337197
MaxDiffFrequencyHistogram,0.0154061
MaxDiffFrequencyHistogram,0.0276009
MaxDiffFrequencyHistogram,0.0268403
MaxDiffFrequencyHistogram,0.011349
MaxDiffFrequencyHistogram,0.0181164
MaxDiffFrequencyHistogram,0.00279251
MaxDiffFrequencyHistogram,0.0418331
MaxDiffFrequencyHistogram,0.0063772
MaxDiffFrequencyHistogram,0.00453508
MaxDiffFrequencyHistogram,0.000946391
MaxDiffFrequencyHistogram,0.0369046
MaxDiffFrequencyHistogram,0.0299958
MaxDiffFrequencyHistogram,0.00412319
MaxDiffFrequencyHistogram,0.00589414
MaxDiffFrequencyHistogram,0.0265945
MaxDiffFrequencyHistogram,0.0257199
MaxDiffFrequencyHistogram,0.0111943
MaxDiffFrequencyHistogram,0.0361463
MaxDiffFrequencyHistogram,0.0705263
MaxDiffFrequencyHistogram,0.0683927
MaxDiffFrequencyHistogram,0.069548
MaxDiffFrequencyHistogram,0.0936303
MaxDiffFrequencyHistogram,0.0999852
MaxDiffFrequencyHistogram,0.103969
MaxDiffFrequencyHistogram,0.130887
MaxDiffFrequencyHistogram,0.0277958
MaxDiffFrequencyHistogram,0.027002
MaxDiffFrequencyHistogram,0.12872
MaxDiffFrequencyHistogram,0.109318
MaxDiffFrequencyHistogram,0.0601516
MaxDiffFrequencyHistogram,0.0248833
MaxDiffFrequencyHistogram,0.0262363
MaxDiffFrequencyHistogram,0.384135
MaxDiffFrequencyHistogram,0.109897
