benchmark,histogram,query,operator_count,operator_type,real_input,real_output,estimated_input,estimated_output,sampling_rate
JoinOrder,MaxDiffAreaHistogram,14c,7,TableScan,113,1,113.000000,1.000000,50
JoinOrder,MaxDiffAreaHistogram,14c,8,TableScan,14835720,552777,14835720.000000,16.703203,50
JoinOrder,MaxDiffAreaHistogram,14c,9,TableScan,14835720,4049,14835720.000000,3.111731,50
JoinOrder,MaxDiffAreaHistogram,14c,10,TableScan,14835720,65767,14835720.000000,5.169409,50
JoinOrder,MaxDiffAreaHistogram,14c,11,TableScan,14835720,50792,14835720.000000,215.798172,50
JoinOrder,MaxDiffAreaHistogram,14c,12,TableScan,14835720,12445,14835720.000000,2.345026,50
JoinOrder,MaxDiffAreaHistogram,14c,13,TableScan,14835720,9536,14835720.000000,2.345026,50
JoinOrder,MaxDiffAreaHistogram,14c,14,TableScan,14835720,7817,14835720.000000,3.275524,50
JoinOrder,MaxDiffAreaHistogram,14c,15,TableScan,14835720,0,14835720.000000,2.763743,50
JoinOrder,MaxDiffAreaHistogram,14c,16,TableScan,14835720,3164,14835720.000000,3.111731,50
JoinOrder,MaxDiffAreaHistogram,15a,0,JoinHashLeft,134170,175,134170.000000,12.103042,50
JoinOrder,MaxDiffAreaHistogram,15a,1,JoinHashRight,4,57,4.000000,1.527610,50
JoinOrder,MaxDiffAreaHistogram,15a,2,JoinHashLeft,4523930,182,4523930.000000,14.977732,50
JoinOrder,MaxDiffAreaHistogram,15a,3,JoinHashLeft,234997,33,234997.000000,2.654375,50
JoinOrder,MaxDiffAreaHistogram,15a,4,JoinHashLeft,2609129,221,2609129.000000,265.437256,50
JoinOrder,MaxDiffAreaHistogram,15a,5,JoinHashLeft,361472,106,361472.000000,185.830597,50
JoinOrder,MaxDiffAreaHistogram,15a,6,JoinHashLeft,2528312,1755,2528312.000000,207.190216,50
JoinOrder,MaxDiffAreaHistogram,15a,7,JoinHashLeft,12148785,3036719,12148785.000000,47196.718750,50
JoinOrder,MaxDiffAreaHistogram,15a,8,TableScan,113,1,113.000000,1.000000,50
JoinOrder,MaxDiffAreaHistogram,15b,0,JoinHashLeft,134170,36,134170.000000,0.907739,50
JoinOrder,MaxDiffAreaHistogram,15b,1,JoinHashRight,4,3,4.000000,0.143250,50
JoinOrder,MaxDiffAreaHistogram,15b,2,JoinHashLeft,4523930,37,4523930.000000,0.907740,50
JoinOrder,MaxDiffAreaHistogram,15b,3,JoinHashLeft,361472,86,361472.000000,96.349930,50
JoinOrder,MaxDiffAreaHistogram,15b,4,JoinHashLeft,2609129,1458,2609129.000000,11.102994,50
JoinOrder,MaxDiffAreaHistogram,15b,5,JoinHashLeft,2528312,1755,2528312.000000,207.190216,50
JoinOrder,MaxDiffAreaHistogram,15b,6,JoinHashLeft,12148785,3036719,12148785.000000,47196.718750,50
JoinOrder,MaxDiffAreaHistogram,15b,7,TableScan,234997,1,234997.000000,1.029661,50
JoinOrder,MaxDiffAreaHistogram,15b,8,TableScan,113,1,113.000000,1.000000,50
JoinOrder,MaxDiffAreaHistogram,15c,0,JoinHashLeft,134170,614,134170.000000,380.770905,50
JoinOrder,MaxDiffAreaHistogram,15c,1,JoinHashRight,4,284,4.000000,48.289291,50
JoinOrder,MaxDiffAreaHistogram,15c,2,JoinHashLeft,4523930,694,4523930.000000,473.535217,50
JoinOrder,MaxDiffAreaHistogram,15c,3,JoinHashLeft,234997,172,234997.000000,258.412964,50
JoinOrder,MaxDiffAreaHistogram,15c,4,JoinHashLeft,2609129,242,2609129.000000,261.737854,50
JoinOrder,MaxDiffAreaHistogram,15c,5,JoinHashLeft,361472,115,361472.000000,183.240891,50
JoinOrder,MaxDiffAreaHistogram,15c,6,JoinHashLeft,2528312,1767,2528312.000000,161.366211,50
JoinOrder,MaxDiffAreaHistogram,15c,7,JoinHashLeft,12148785,3036719,9461850.000000,36758.269531,50
JoinOrder,MaxDiffAreaHistogram,15c,8,TableScan,113,1,113.000000,1.000000,50
JoinOrder,MaxDiffAreaHistogram,15d,0,JoinHashLeft,134170,1724,134170.000000,5454.109863,50
JoinOrder,MaxDiffAreaHistogram,15d,1,JoinHashRight,4,875,4.000000,757.153625,50
JoinOrder,MaxDiffAreaHistogram,15d,2,JoinHashLeft,4523930,2229,4523930.000000,7424.813965,50
JoinOrder,MaxDiffAreaHistogram,15d,3,JoinHashLeft,234997,836,234997.000000,3611.414307,50
JoinOrder,MaxDiffAreaHistogram,15d,4,JoinHashLeft,2609129,1225,2609129.000000,4103.918945,50
JoinOrder,MaxDiffAreaHistogram,15d,5,JoinHashLeft,361472,550,361472.000000,2873.125244,50
JoinOrder,MaxDiffAreaHistogram,15d,6,JoinHashLeft,2528312,10581,2528312.000000,2530.142090,50
JoinOrder,MaxDiffAreaHistogram,15d,7,JoinHashLeft,14835720,3036719,14835720.000000,57635.156250,50
JoinOrder,MaxDiffAreaHistogram,15d,8,TableScan,113,1,113.000000,1.000000,50
JoinOrder,MaxDiffAreaHistogram,16a,0,JoinHashLeft,2528312,23622,2528312.000000,10.225581,50
JoinOrder,MaxDiffAreaHistogram,16a,1,JoinHashLeft,234997,26991,234997.000000,81.133163,50
JoinOrder,MaxDiffAreaHistogram,16a,2,JoinHashLeft,2609129,142981,2609129.000000,81.258713,50
JoinOrder,MaxDiffAreaHistogram,16a,3,JoinHashLeft,4167491,153254,4167491.000000,22.953100,50
JoinOrder,MaxDiffAreaHistogram,16a,4,JoinHashLeft,901343,286992,901343.000000,35.794273,50
JoinOrder,MaxDiffAreaHistogram,16a,5,JoinHashLeft,36244344,1037924,36244344.000000,128.273376,50
JoinOrder,MaxDiffAreaHistogram,16a,6,JoinHashLeft,4523930,41840,4523930.000000,33.717381,50
JoinOrder,MaxDiffAreaHistogram,16a,7,TableScan,134170,1,134170.000000,1.000000,50
JoinOrder,MaxDiffAreaHistogram,16b,0,JoinHashLeft,2528312,23622,2528312.000000,10.225581,50
JoinOrder,MaxDiffAreaHistogram,16b,1,JoinHashLeft,234997,26991,234997.000000,81.133163,50
JoinOrder,MaxDiffAreaHistogram,16b,2,JoinHashLeft,2609129,142981,2609129.000000,81.258713,50
JoinOrder,MaxDiffAreaHistogram,16b,3,JoinHashLeft,4167491,153254,4167491.000000,22.953100,50
JoinOrder,MaxDiffAreaHistogram,16b,4,JoinHashLeft,901343,286992,901343.000000,35.794273,50
JoinOrder,MaxDiffAreaHistogram,16b,5,JoinHashLeft,36244344,1037924,36244344.000000,128.273376,50
JoinOrder,MaxDiffAreaHistogram,16b,6,JoinHashLeft,4523930,41840,4523930.000000,33.717381,50
JoinOrder,MaxDiffAreaHistogram,16b,7,TableScan,134170,1,134170.000000,1.000000,50
JoinOrder,MaxDiffAreaHistogram,16c,0,JoinHashLeft,2528312,23622,2528312.000000,10.225581,50
JoinOrder,MaxDiffAreaHistogram,16c,1,JoinHashLeft,234997,26991,234997.000000,81.133163,50
JoinOrder,MaxDiffAreaHistogram,16c,2,JoinHashLeft,2609129,142981,2609129.000000,81.258713,50
JoinOrder,MaxDiffAreaHistogram,16c,3,JoinHashLeft,4167491,153254,4167491.000000,22.953100,50
JoinOrder,MaxDiffAreaHistogram,16c,4,JoinHashLeft,901343,286992,901343.000000,35.794273,50
JoinOrder,MaxDiffAreaHistogram,16c,5,JoinHashLeft,36244344,1037924,36244344.000000,128.273376,50
JoinOrder,MaxDiffAreaHistogram,16c,6,JoinHashLeft,4523930,41840,4523930.000000,33.717381,50
JoinOrder,MaxDiffAreaHistogram,16c,7,TableScan,134170,1,134170.000000,1.000000,50
JoinOrder,MaxDiffAreaHistogram,16d,0,JoinHashLeft,2528312,23622,2528312.000000,10.225581,50
JoinOrder,MaxDiffAreaHistogram,16d,1,JoinHashLeft,234997,26991,234997.000000,81.133163,50
JoinOrder,MaxDiffAreaHistogram,16d,2,JoinHashLeft,2609129,142981,2609129.000000,81.258713,50
JoinOrder,MaxDiffAreaHistogram,16d,3,JoinHashLeft,4167491,153254,4167491.000000,22.953100,50
JoinOrder,MaxDiffAreaHistogram,16d,4,JoinHashLeft,901343,286992,901343.000000,35.794273,50
JoinOrder,MaxDiffAreaHistogram,16d,5,JoinHashLeft,36244344,1037924,36244344.000000,128.273376,50
JoinOrder,MaxDiffAreaHistogram,16d,6,JoinHashLeft,4523930,41840,4523930.000000,33.717381,50
JoinOrder,MaxDiffAreaHistogram,16d,7,TableScan,134170,1,134170.000000,1.000000,50
JoinOrder,MaxDiffAreaHistogram,17a,0,JoinHashLeft,2528312,17140,2528312.000000,1.454116,50
JoinOrder,MaxDiffAreaHistogram,17a,1,JoinHashLeft,234997,23499,234997.000000,12.078900,50
JoinOrder,MaxDiffAreaHistogram,17a,2,JoinHashLeft,2609129,117207,2609129.000000,12.418900,50
JoinOrder,MaxDiffAreaHistogram,17a,3,JoinHashLeft,1218416,113593,1218416.000000,22.974106,50
JoinOrder,MaxDiffAreaHistogram,17a,4,JoinHashLeft,36244344,1037924,36244344.000000,128.273376,50
JoinOrder,MaxDiffAreaHistogram,17a,5,JoinHashLeft,4523930,41840,4523930.000000,33.717381,50
JoinOrder,MaxDiffAreaHistogram,17a,6,TableScan,134170,1,134170.000000,1.000000,50
JoinOrder,MaxDiffAreaHistogram,17b,0,JoinHashLeft,234997,9612,234997.000000,0.054399,50
JoinOrder,MaxDiffAreaHistogram,17b,1,JoinHashLeft,2528312,4495,2528312.000000,0.022808,50
JoinOrder,MaxDiffAreaHistogram,17b,2,JoinHashLeft,2609129,33037,2609129.000000,0.056303,50
JoinOrder,MaxDiffAreaHistogram,17b,3,JoinHashLeft,3774281,400862,3774281.000000,22.974106,50
JoinOrder,MaxDiffAreaHistogram,17b,4,JoinHashLeft,36244344,1037924,36244344.000000,128.273376,50
JoinOrder,MaxDiffAreaHistogram,17b,5,JoinHashLeft,4523930,41840,4523930.000000,33.717381,50
JoinOrder,MaxDiffAreaHistogram,17b,6,TableScan,134170,1,134170.000000,1.000000,50
JoinOrder,MaxDiffAreaHistogram,17c,0,JoinHashLeft,234997,963,234997.000000,0.054399,50
JoinOrder,MaxDiffAreaHistogram,17c,1,JoinHashLeft,2528312,184,2528312.000000,0.022808,50
JoinOrder,MaxDiffAreaHistogram,17c,2,JoinHashLeft,2609129,1557,2609129.000000,0.056303,50
JoinOrder,MaxDiffAreaHistogram,17c,3,JoinHashLeft,3774281,400862,3774281.000000,22.974106,50
JoinOrder,MaxDiffAreaHistogram,17c,4,JoinHashLeft,36244344,1037924,36244344.000000,128.273376,50
JoinOrder,MaxDiffAreaHistogram,17c,5,JoinHashLeft,4523930,41840,4523930.000000,33.717381,50
JoinOrder,MaxDiffAreaHistogram,17c,6,TableScan,134170,1,134170.000000,1.000000,50
JoinOrder,MaxDiffAreaHistogram,17d,0,JoinHashLeft,234997,3792,234997.000000,5.415703,50
JoinOrder,MaxDiffAreaHistogram,17d,1,JoinHashLeft,2528312,1641,2528312.000000,2.270641,50
JoinOrder,MaxDiffAreaHistogram,17d,2,JoinHashLeft,2609129,9853,2609129.000000,5.605317,50
JoinOrder,MaxDiffAreaHistogram,17d,3,JoinHashLeft,4167491,446684,4167491.000000,22.974106,50
JoinOrder,MaxDiffAreaHistogram,17d,4,JoinHashLeft,36244344,1037924,36244344.000000,128.273376,50
JoinOrder,MaxDiffAreaHistogram,17d,5,JoinHashLeft,4523930,41840,4523930.000000,33.717381,50
JoinOrder,MaxDiffAreaHistogram,17d,6,TableScan,134170,1,134170.000000,1.000000,50
JoinOrder,MaxDiffAreaHistogram,17e,0,JoinHashLeft,2528312,24307,2528312.000000,6.563202,50
JoinOrder,MaxDiffAreaHistogram,17e,1,JoinHashLeft,234997,27799,234997.000000,54.518738,50
JoinOrder,MaxDiffAreaHistogram,17e,2,JoinHashLeft,2609129,146204,2609129.000000,56.052959,50
JoinOrder,MaxDiffAreaHistogram,17e,3,JoinHashLeft,4167491,446684,4167491.000000,22.974106,50
JoinOrder,MaxDiffAreaHistogram,17e,4,JoinHashLeft,36244344,1037924,36244344.000000,128.273376,50
JoinOrder,MaxDiffAreaHistogram,17e,5,JoinHashLeft,4523930,41840,4523930.000000,33.717381,50
JoinOrder,MaxDiffAreaHistogram,17e,6,TableScan,134170,1,134170.000000,1.000000,50
JoinOrder,MaxDiffAreaHistogram,17f,0,JoinHashLeft,234997,25024,234997.000000,5.415703,50
JoinOrder,MaxDiffAreaHistogram,17f,1,JoinHashLeft,2528312,27115,2528312.000000,2.270641,50
JoinOrder,MaxDiffAreaHistogram,17f,2,JoinHashLeft,2609129,126895,2609129.000000,5.605317,50
JoinOrder,MaxDiffAreaHistogram,17f,3,JoinHashLeft,4167491,446684,4167491.000000,22.974106,50
JoinOrder,MaxDiffAreaHistogram,17f,4,JoinHashLeft,36244344,1037924,36244344.000000,128.273376,50
JoinOrder,MaxDiffAreaHistogram,17f,5,JoinHashLeft,4523930,41840,4523930.000000,33.717381,50
JoinOrder,MaxDiffAreaHistogram,17f,6,TableScan,134170,1,134170.000000,1.000000,50
JoinOrder,MaxDiffAreaHistogram,18a,0,JoinHashLeft,2528312,394,2528312.000000,0.024334,50
JoinOrder,MaxDiffAreaHistogram,18a,1,JoinHashLeft,14835720,81205,14835720.000000,0.093624,50
JoinOrder,MaxDiffAreaHistogram,18a,2,TableScan,113,1,113.000000,1.000000,50
JoinOrder,MaxDiffAreaHistogram,18a,3,JoinHashLeft,1380035,10160,1380035.000000,0.084899,50
JoinOrder,MaxDiffAreaHistogram,18a,4,TableScan,113,1,113.000000,1.000000,50
JoinOrder,MaxDiffAreaHistogram,18a,5,TableScan,36244344,1009916,36244344.000000,105.167336,50
JoinOrder,MaxDiffAreaHistogram,18a,6,TableScan,36244344,1369355,36244344.000000,540.007019,50
JoinOrder,MaxDiffAreaHistogram,18a,7,JoinHashLeft,3184466,322285,3184466.000000,18.835737,50
JoinOrder,MaxDiffAreaHistogram,18b,0,JoinHashLeft,2463581,108,2463581.000000,0.000019,50
JoinOrder,MaxDiffAreaHistogram,18b,1,JoinHashLeft,36244344,11175,36244344.000000,0.000113,50
JoinOrder,MaxDiffAreaHistogram,18b,2,JoinHashLeft,113,1,113.000000,0.000029,50
JoinOrder,MaxDiffAreaHistogram,18b,3,JoinHashLeft,2528312,654,2528312.000000,0.001024,50
JoinOrder,MaxDiffAreaHistogram,18b,4,JoinHashLeft,1380035,102619,1380035.000000,1.596437,50
JoinOrder,MaxDiffAreaHistogram,18b,5,TableScan,14835720,42246,14835720.000000,1.298662,50
JoinOrder,MaxDiffAreaHistogram,18b,6,TableScan,14835720,30801,14835720.000000,4.841460,50
JoinOrder,MaxDiffAreaHistogram,18b,7,TableScan,113,1,113.000000,1.000000,50
JoinOrder,MaxDiffAreaHistogram,18c,0,JoinHashLeft,3184466,23363,3184466.000000,0.013044,50
JoinOrder,MaxDiffAreaHistogram,18c,1,JoinHashLeft,36244344,2764032,36244344.000000,0.072831,50
JoinOrder,MaxDiffAreaHistogram,18c,2,JoinHashLeft,113,5,113.000000,0.055616,50
JoinOrder,MaxDiffAreaHistogram,18c,3,JoinHashLeft,1380035,226638,1380035.000000,0.057283,50
JoinOrder,MaxDiffAreaHistogram,18c,4,JoinHashLeft,2528312,144595,2528312.000000,0.019662,50
JoinOrder,MaxDiffAreaHistogram,18c,5,TableScan,14835720,30801,14835720.000000,4.841460,50
JoinOrder,MaxDiffAreaHistogram,18c,6,TableScan,113,1,113.000000,1.000000,50
JoinOrder,MaxDiffAreaHistogram,18c,7,TableScan,14835720,47569,14835720.000000,4.527637,50
JoinOrder,MaxDiffAreaHistogram,18c,8,TableScan,14835720,21464,14835720.000000,2.455272,50
JoinOrder,MaxDiffAreaHistogram,18c,9,TableScan,14835720,12200,14835720.000000,2.876904,50
JoinOrder,MaxDiffAreaHistogram,18c,10,TableScan,14835720,34691,14835720.000000,3.543097,50
JoinOrder,MaxDiffAreaHistogram,18c,11,TableScan,14835720,42246,14835720.000000,1.298662,50
JoinOrder,MaxDiffAreaHistogram,19a,0,JoinHashLeft,113,1,113.000000,0.000275,50
JoinOrder,MaxDiffAreaHistogram,19a,1,JoinHashLeft,13590555,2163,10903620.000000,0.006271,50
JoinOrder,MaxDiffAreaHistogram,19a,2,JoinHashLeft,234997,27,234997.000000,0.002946,50
JoinOrder,MaxDiffAreaHistogram,19a,3,JoinHashLeft,901343,38,901343.000000,0.000028,50
JoinOrder,MaxDiffAreaHistogram,19a,4,JoinHashLeft,2609129,367,2609129.000000,0.005748,50
JoinOrder,MaxDiffAreaHistogram,19a,5,JoinHashLeft,2463581,8900,2463581.000000,0.000180,50
JoinOrder,MaxDiffAreaHistogram,19a,6,JoinHashLeft,2528312,76048,2528312.000000,0.011265,50
JoinOrder,MaxDiffAreaHistogram,19a,7,JoinHashLeft,3140339,47387,3140339.000000,0.159980,50
JoinOrder,MaxDiffAreaHistogram,19a,8,TableScan,36244344,713828,36244344.000000,441.502991,50
JoinOrder,MaxDiffAreaHistogram,19a,9,TableScan,12,1,12.000000,1.000000,50
JoinOrder,MaxDiffAreaHistogram,19a,10,TableScan,36244344,30776,36244344.000000,39.865444,50
JoinOrder,MaxDiffAreaHistogram,19a,11,TableScan,36244344,93095,36244344.000000,317.711121,50
JoinOrder,MaxDiffAreaHistogram,19a,12,TableScan,36244344,29778,36244344.000000,9.008609,50
JoinOrder,MaxDiffAreaHistogram,19b,0,JoinHashLeft,113,1,113.000000,0.000001,50
JoinOrder,MaxDiffAreaHistogram,19b,1,JoinHashLeft,13590555,372,10903620.000000,0.000024,50
JoinOrder,MaxDiffAreaHistogram,19b,2,JoinHashLeft,234997,2,234997.000000,0.000009,50
JoinOrder,MaxDiffAreaHistogram,19b,3,JoinHashLeft,901343,5,901343.000000,0.002676,50
JoinOrder,MaxDiffAreaHistogram,19b,4,JoinHashLeft,2609129,35,2609129.000000,0.000891,50
JoinOrder,MaxDiffAreaHistogram,19b,5,JoinHashLeft,2528312,343,2528312.000000,0.041402,50
JoinOrder,MaxDiffAreaHistogram,19b,6,JoinHashLeft,3140339,40408,3140339.000000,0.231163,50
JoinOrder,MaxDiffAreaHistogram,19b,7,JoinHashLeft,2463581,23610,2463581.000000,0.041402,50
JoinOrder,MaxDiffAreaHistogram,19b,8,TableScan,34733550,713828,34733552.000000,173.150711,50
JoinOrder,MaxDiffAreaHistogram,19b,9,TableScan,12,1,12.000000,1.000000,50
JoinOrder,MaxDiffAreaHistogram,19c,0,JoinHashLeft,113,1,113.000000,0.000665,50
JoinOrder,MaxDiffAreaHistogram,19c,1,JoinHashLeft,13590555,20143,10903620.000000,0.015144,50
JoinOrder,MaxDiffAreaHistogram,19c,2,JoinHashLeft,234997,1371,234997.000000,0.013821,50
JoinOrder,MaxDiffAreaHistogram,19c,3,JoinHashLeft,2609129,3601,2609129.000000,0.013821,50
JoinOrder,MaxDiffAreaHistogram,19c,4,JoinHashLeft,901343,449,901343.000000,0.000068,50
JoinOrder,MaxDiffAreaHistogram,19c,5,JoinHashLeft,2463581,18374,2463581.000000,0.000433,50
JoinOrder,MaxDiffAreaHistogram,19c,6,JoinHashLeft,2528312,76048,2528312.000000,0.011265,50
JoinOrder,MaxDiffAreaHistogram,19c,7,JoinHashLeft,3140339,47387,3140339.000000,0.159980,50
JoinOrder,MaxDiffAreaHistogram,19c,8,TableScan,36244344,713828,36244344.000000,441.502991,50
JoinOrder,MaxDiffAreaHistogram,19c,9,TableScan,12,1,12.000000,1.000000,50
JoinOrder,MaxDiffAreaHistogram,19c,10,TableScan,36244344,30776,36244344.000000,39.865444,50
JoinOrder,MaxDiffAreaHistogram,19c,11,TableScan,36244344,93095,36244344.000000,317.711121,50
JoinOrder,MaxDiffAreaHistogram,19c,12,TableScan,36244344,29778,36244344.000000,9.008609,50
JoinOrder,MaxDiffAreaHistogram,19d,0,JoinHashLeft,113,36,113.000000,0.009039,50
JoinOrder,MaxDiffAreaHistogram,19d,1,JoinHashLeft,14835720,203570,14835720.000000,0.020590,50
JoinOrder,MaxDiffAreaHistogram,19d,2,JoinHashLeft,234997,7881,234997.000000,0.013821,50
JoinOrder,MaxDiffAreaHistogram,19d,3,JoinHashLeft,2609129,44589,2609129.000000,0.013821,50
JoinOrder,MaxDiffAreaHistogram,19d,4,JoinHashLeft,901343,10202,901343.000000,0.000675,50
JoinOrder,MaxDiffAreaHistogram,19d,5,JoinHashLeft,2463581,18374,2463581.000000,0.000433,50
JoinOrder,MaxDiffAreaHistogram,19d,6,JoinHashLeft,2528312,76048,2528312.000000,0.011265,50
JoinOrder,MaxDiffAreaHistogram,19d,7,JoinHashLeft,3140339,47387,3140339.000000,0.159980,50
JoinOrder,MaxDiffAreaHistogram,19d,8,TableScan,36244344,713828,36244344.000000,441.502991,50
JoinOrder,MaxDiffAreaHistogram,19d,9,TableScan,12,1,12.000000,1.000000,50
JoinOrder,MaxDiffAreaHistogram,19d,10,TableScan,36244344,30776,36244344.000000,39.865444,50
JoinOrder,MaxDiffAreaHistogram,19d,11,TableScan,36244344,93095,36244344.000000,317.711121,50
JoinOrder,MaxDiffAreaHistogram,19d,12,TableScan,36244344,29778,36244344.000000,9.008609,50
JoinOrder,MaxDiffAreaHistogram,1a,0,JoinHashLeft,2528312,105,2528312.000000,656.023804,50
JoinOrder,MaxDiffAreaHistogram,1a,1,JoinHashLeft,1380035,250,1380035.000000,12212.694336,50
JoinOrder,MaxDiffAreaHistogram,1a,2,TableScan,113,1,113.000000,1.000000,50
JoinOrder,MaxDiffAreaHistogram,1a,3,JoinHashLeft,2609129,8309,2609129.000000,29156.628906,50
JoinOrder,MaxDiffAreaHistogram,1a,4,TableScan,4,1,4.000000,1.000000,50
JoinOrder,MaxDiffAreaHistogram,1b,0,JoinHashLeft,2528312,3,2528312.000000,6560.238281,50
JoinOrder,MaxDiffAreaHistogram,1b,1,JoinHashLeft,1380035,10,1380035.000000,12212.694336,50
JoinOrder,MaxDiffAreaHistogram,1b,2,JoinHashLeft,2609129,120,2609129.000000,29156.628906,50
JoinOrder,MaxDiffAreaHistogram,1b,3,TableScan,113,1,113.000000,1.000000,50
JoinOrder,MaxDiffAreaHistogram,1b,4,TableScan,4,1,4.000000,1.000000,50
JoinOrder,MaxDiffAreaHistogram,1c,0,JoinHashLeft,2528312,8,2528312.000000,656.023865,50
JoinOrder,MaxDiffAreaHistogram,1c,1,JoinHashLeft,1380035,250,1380035.000000,12212.694336,50
JoinOrder,MaxDiffAreaHistogram,1c,2,TableScan,113,1,113.000000,1.000000,50
JoinOrder,MaxDiffAreaHistogram,1c,3,JoinHashLeft,2609129,8309,2609129.000000,29156.628906,50
JoinOrder,MaxDiffAreaHistogram,1c,4,TableScan,4,1,4.000000,1.000000,50
JoinOrder,MaxDiffAreaHistogram,1d,0,JoinHashLeft,2528312,3,2528312.000000,6560.238281,50
JoinOrder,MaxDiffAreaHistogram,1d,1,JoinHashLeft,1380035,10,1380035.000000,12212.694336,50
JoinOrder,MaxDiffAreaHistogram,1d,2,JoinHashLeft,2609129,120,2609129.000000,29156.628906,50
JoinOrder,MaxDiffAreaHistogram,1d,3,TableScan,113,1,113.000000,1.000000,50
JoinOrder,MaxDiffAreaHistogram,1d,4,TableScan,4,1,4.000000,1.000000,50
JoinOrder,MaxDiffAreaHistogram,20a,0,JoinHashLeft,4167491,5,4167491.000000,0.005985,50
JoinOrder,MaxDiffAreaHistogram,20a,1,JoinHashLeft,36244344,377489,36244344.000000,4.479994,50
JoinOrder,MaxDiffAreaHistogram,20a,2,JoinHashLeft,3140339,103853,3140339.000000,0.371314,50
JoinOrder,MaxDiffAreaHistogram,20a,3,JoinHashLeft,4523930,35548,4523930.000000,269.739044,50
JoinOrder,MaxDiffAreaHistogram,20a,4,JoinHashLeft,135086,6448,135086.000000,48.565868,50
JoinOrder,MaxDiffAreaHistogram,20a,5,TableScan,4,1,4.000000,1.000000,50
JoinOrder,MaxDiffAreaHistogram,20a,6,TableScan,4,2,4.000000,0.400000,50
JoinOrder,MaxDiffAreaHistogram,20a,7,JoinHashLeft,2528312,29863,2528312.000000,269.739044,50
JoinOrder,MaxDiffAreaHistogram,20a,8,TableScan,134170,8,134170.000000,8.000000,50
JoinOrder,MaxDiffAreaHistogram,20a,9,TableScan,7,1,7.000000,1.000000,50
JoinOrder,MaxDiffAreaHistogram,20b,0,JoinHashLeft,4167491,5,4167491.000000,0.003615,50
JoinOrder,MaxDiffAreaHistogram,20b,1,JoinHashLeft,36244344,144546,36244344.000000,2.705802,50
JoinOrder,MaxDiffAreaHistogram,20b,2,JoinHashLeft,3140339,35728,3140339.000000,0.224264,50
JoinOrder,MaxDiffAreaHistogram,20b,3,JoinHashLeft,4523930,35548,4523930.000000,269.739044,50
JoinOrder,MaxDiffAreaHistogram,20b,4,JoinHashLeft,135086,1206,135086.000000,29.332542,50
JoinOrder,MaxDiffAreaHistogram,20b,5,TableScan,4,1,4.000000,1.000000,50
JoinOrder,MaxDiffAreaHistogram,20b,6,TableScan,4,2,4.000000,0.400000,50
JoinOrder,MaxDiffAreaHistogram,20b,7,JoinHashLeft,2528312,29863,2528312.000000,269.739044,50
JoinOrder,MaxDiffAreaHistogram,20b,8,TableScan,134170,8,134170.000000,8.000000,50
JoinOrder,MaxDiffAreaHistogram,20b,9,TableScan,7,1,7.000000,1.000000,50
JoinOrder,MaxDiffAreaHistogram,20c,0,JoinHashLeft,4167491,3451,4167491.000000,0.005021,50
JoinOrder,MaxDiffAreaHistogram,20c,1,JoinHashLeft,3140339,32570,3140339.000000,0.280347,50
JoinOrder,MaxDiffAreaHistogram,20c,2,JoinHashLeft,36244344,131110,36244344.000000,3.382459,50
JoinOrder,MaxDiffAreaHistogram,20c,3,JoinHashLeft,4523930,24091,4523930.000000,337.194183,50
JoinOrder,MaxDiffAreaHistogram,20c,4,JoinHashLeft,135086,1098,135086.000000,36.667900,50
JoinOrder,MaxDiffAreaHistogram,20c,5,TableScan,4,1,4.000000,1.000000,50
JoinOrder,MaxDiffAreaHistogram,20c,6,TableScan,4,2,4.000000,0.400000,50
JoinOrder,MaxDiffAreaHistogram,20c,7,JoinHashLeft,2528312,21046,2528312.000000,337.194244,50
JoinOrder,MaxDiffAreaHistogram,20c,8,TableScan,134170,10,134170.000000,10.000000,50
JoinOrder,MaxDiffAreaHistogram,20c,9,TableScan,7,1,7.000000,1.000000,50
JoinOrder,MaxDiffAreaHistogram,21a,0,JoinHashLeft,14835720,198,14835720.000000,0.071394,50
JoinOrder,MaxDiffAreaHistogram,21a,1,TableScan,4,1,4.000000,1.000000,50
JoinOrder,MaxDiffAreaHistogram,21a,2,JoinHashLeft,234997,39,234997.000000,0.237019,50
JoinOrder,MaxDiffAreaHistogram,21a,3,JoinHashLeft,2609129,98,2609129.000000,0.486178,50
JoinOrder,MaxDiffAreaHistogram,21a,4,JoinHashLeft,2528312,29,2528312.000000,0.617643,50
JoinOrder,MaxDiffAreaHistogram,21a,5,TableScan,18,2,18.000000,1.800000,50
JoinOrder,MaxDiffAreaHistogram,21a,6,JoinHashLeft,29997,250,29997.000000,2.900324,50
JoinOrder,MaxDiffAreaHistogram,21a,7,JoinHashLeft,4523930,10544,4523930.000000,33.717381,50
JoinOrder,MaxDiffAreaHistogram,21a,8,TableScan,134170,1,134170.000000,1.000000,50
JoinOrder,MaxDiffAreaHistogram,21b,0,JoinHashLeft,14835720,64,14835720.000000,0.081760,50
JoinOrder,MaxDiffAreaHistogram,21b,1,TableScan,4,1,4.000000,1.000000,50
JoinOrder,MaxDiffAreaHistogram,21b,2,JoinHashLeft,234997,17,234997.000000,0.271435,50
JoinOrder,MaxDiffAreaHistogram,21b,3,JoinHashLeft,2609129,35,2609129.000000,0.556773,50
JoinOrder,MaxDiffAreaHistogram,21b,4,JoinHashLeft,2528312,29,2528312.000000,0.617643,50
