benchmark,histogram,query,operator_count,operator_type,real_input,real_output,estimated_input,estimated_output
TPC-DS,MaxDiffFrequencyHistogram,69,2,JoinHashLeft,14401261,412838,14401261.000000,16630.074219
TPC-DS,MaxDiffFrequencyHistogram,69,3,JoinHashLeft,500000,47706,500000.000000,5643.854492
TPC-DS,MaxDiffFrequencyHistogram,69,4,TableScan,65535,365,65535.000000,339.844452
TPC-DS,MaxDiffFrequencyHistogram,69,5,JoinHashLeft,28800991,796046,28800992.000000,31921.843750
TPC-DS,MaxDiffFrequencyHistogram,69,6,TableScan,250000,9146,250000.000000,9146.000000
TPC-DS,MaxDiffFrequencyHistogram,69,7,TableScan,250000,2442,250000.000000,2442.000000
TPC-DS,MaxDiffFrequencyHistogram,69,8,TableScan,250000,12087,250000.000000,12087.000000
TPC-DS,MaxDiffFrequencyHistogram,69,9,TableScan,65535,365,65535.000000,339.844452
TPC-DS,MaxDiffFrequencyHistogram,73,0,JoinHashLeft,500000,14,500000.000000,729.610474
TPC-DS,MaxDiffFrequencyHistogram,73,1,TableScan,102,31,102.000000,102.000000
TPC-DS,MaxDiffFrequencyHistogram,73,2,JoinHashLeft,28800991,1086621,28800992.000000,3027.772705
TPC-DS,MaxDiffFrequencyHistogram,73,3,TableScan,73049,365,73049.000000,365.000000
TPC-DS,MaxDiffFrequencyHistogram,73,4,TableScan,7200,4800,7200.000000,4800.000000
TPC-DS,MaxDiffFrequencyHistogram,73,5,TableScan,73049,366,73049.000000,366.000000
TPC-DS,MaxDiffFrequencyHistogram,73,6,TableScan,73049,365,73049.000000,365.000000
TPC-DS,MaxDiffFrequencyHistogram,79,0,JoinHashLeft,500000,70184,500000.000000,598.306641
TPC-DS,MaxDiffFrequencyHistogram,79,1,TableScan,102,94,102.000000,92.935486
TPC-DS,MaxDiffFrequencyHistogram,79,2,JoinHashLeft,28800991,2355816,28800992.000000,6582.753906
TPC-DS,MaxDiffFrequencyHistogram,79,3,TableScan,7200,720,7200.000000,720.000000
TPC-DS,MaxDiffFrequencyHistogram,79,4,TableScan,7200,2400,7200.000000,2400.000000
TPC-DS,MaxDiffFrequencyHistogram,79,5,TableScan,73049,365,73049.000000,365.000000
TPC-DS,MaxDiffFrequencyHistogram,79,6,TableScan,73049,366,73049.000000,366.000000
TPC-DS,MaxDiffFrequencyHistogram,79,7,TableScan,73049,365,73049.000000,365.000000
TPC-DS,MaxDiffFrequencyHistogram,81,0,TableScan,250000,12087,250000.000000,12087.000000
TPC-DS,MaxDiffFrequencyHistogram,81,1,JoinHashLeft,500000,212868,500000.000000,6939.079590
TPC-DS,MaxDiffFrequencyHistogram,81,2,JoinHashLeft,250000,168741,250000.000000,7080.460449
TPC-DS,MaxDiffFrequencyHistogram,81,3,JoinHashLeft,1439749,287515,1439749.000000,7224.508301
TPC-DS,MaxDiffFrequencyHistogram,81,4,TableScan,65535,366,65535.000000,366.000000
TPC-DS,MaxDiffFrequencyHistogram,82,0,JoinHashLeft,28800991,2505,28800992.000000,0.004064
TPC-DS,MaxDiffFrequencyHistogram,82,1,JoinHashLeft,133110000,4590000,133110000.000000,0.001124
TPC-DS,MaxDiffFrequencyHistogram,82,2,JoinHashLeft,102000,51000,102000.000000,0.000428
TPC-DS,MaxDiffFrequencyHistogram,82,3,TableScan,65535,61,65535.000000,0.000000
TPC-DS,MaxDiffFrequencyHistogram,83,0,JoinHashRight,102000,7150,102000.000000,686652.312500
TPC-DS,MaxDiffFrequencyHistogram,83,1,JoinHashRight,102000,26133,102000.000000,2775106.250000
TPC-DS,MaxDiffFrequencyHistogram,83,2,JoinHashRight,102000,13376,102000.000000,1439724.000000
TPC-DS,MaxDiffFrequencyHistogram,83,3,JoinHashLeft,719217,7150,719217.000000,686652.812500
TPC-DS,MaxDiffFrequencyHistogram,83,4,JoinHashLeft,2875432,26133,2875432.000000,2775106.000000
TPC-DS,MaxDiffFrequencyHistogram,83,5,JoinHashLeft,1439749,13376,1439749.000000,1439724.125000
TPC-DS,MaxDiffFrequencyHistogram,83,6,JoinHashLeft,73049,21,73049.000000,73049.000000
TPC-DS,MaxDiffFrequencyHistogram,83,7,JoinHashLeft,73049,21,73049.000000,6.999839
TPC-DS,MaxDiffFrequencyHistogram,83,8,TableScan,73049,1,73049.000000,1.000000
TPC-DS,MaxDiffFrequencyHistogram,83,9,TableScan,73049,1,73049.000000,1.000000
TPC-DS,MaxDiffFrequencyHistogram,83,10,TableScan,73049,1,73049.000000,1.000000
TPC-DS,MaxDiffFrequencyHistogram,85,0,JoinHashLeft,1920800,1280,1920800.000000,0.000000
TPC-DS,MaxDiffFrequencyHistogram,85,1,JoinHashLeft,1920800,11384,1920800.000000,0.525327
TPC-DS,MaxDiffFrequencyHistogram,85,2,JoinHashLeft,45,45,45.000000,0.550157
TPC-DS,MaxDiffFrequencyHistogram,85,3,JoinHashLeft,250000,11073,250000.000000,0.501644
TPC-DS,MaxDiffFrequencyHistogram,85,4,JoinHashLeft,719217,95957,719217.000000,8.642230
TPC-DS,MaxDiffFrequencyHistogram,85,5,JoinHashLeft,200,134,200.000000,76.345268
TPC-DS,MaxDiffFrequencyHistogram,85,6,JoinHashLeft,7197566,1446590,7197566.000000,36098.898438
TPC-DS,MaxDiffFrequencyHistogram,85,7,TableScan,65535,366,65535.000000,366.000000
TPC-DS,MaxDiffFrequencyHistogram,88,0,TableScan,102,14,102.000000,12.500000
TPC-DS,MaxDiffFrequencyHistogram,88,1,JoinHashLeft,28800991,551977,28800992.000000,573016.312500
TPC-DS,MaxDiffFrequencyHistogram,88,2,JoinHashLeft,28800991,1100580,28800992.000000,573016.312500
